ngram,doc_id,span,has_prefix,has_quote_s,length,next_dep,next_ent_type,next_has_quote_s,next_is_alpha,next_is_punct,next_is_quote,next_is_space,next_is_stop,next_lemma,next_lex_id,next_pos,next_tag,pre_has_prefix,prev_dep,prev_ent_type,prev_is_alpha,prev_is_punct,prev_is_quote,prev_is_space,prev_is_stop,prev_lemma,prev_lex_id,prev_pos,prev_tag,span_dep,span_ent_type,span_id,span_is_alpha,span_is_punct,span_is_quote,span_is_space,span_is_stop,span_lemma,span_lex_id,span_pos,span_tag
Wusui,90,Wusui,0.0,0.0,1,404,0,0.0,1.0,0.0,0.0,0.0,1.0,2283656566040971221,0,88,17571114184892886314,0.0,397,0,1.0,0.0,0.0,0.0,1.0,15255859468896132977,0,93,6860118812490040284,413,381,4,1.0,0.0,0.0,0.0,0.0,5480145058897658610,0,95,15794550382381185553
Yiyang,90,Yiyang return,0.0,0.0,1,436,0,0.0,1.0,0.0,0.0,0.0,0.0,9563260825101828504,0,91,15308085513773655218,0.0,440,0,1.0,0.0,0.0,0.0,1.0,886050111519832510,0,84,1292078113972184607,436,382,6,0.0,0.0,0.0,0.0,0.0,3853336355791827074,0,95,15794550382381185553
Yiyang,90,Yiyang,0.0,0.0,1,442,0,0.0,0.0,1.0,0.0,0.0,0.0,2593208677638477497,0,96,2593208677638477497,0.0,435,0,1.0,0.0,0.0,0.0,0.0,2163966086194716483,0,99,1534113631682161808,413,381,1,1.0,0.0,0.0,0.0,0.0,3853336355791827074,0,95,15794550382381185553
Qin,119,Qin,0.0,0.0,1,402,0,0.0,1.0,0.0,0.0,0.0,1.0,14692702688101715474,0,99,13927759927860985106,0.0,404,0,1.0,0.0,0.0,0.0,1.0,2283656566040971221,0,88,17571114184892886314,426,378,5,1.0,0.0,0.0,0.0,0.0,11615090310102915393,0,95,15794550382381185553
Rang,119,Rang,0.0,0.0,1,402,0,0.0,1.0,0.0,0.0,0.0,1.0,14692702688101715474,0,99,13927759927860985106,0.0,440,0,1.0,0.0,0.0,0.0,1.0,886050111519832510,0,84,1292078113972184607,436,382,1,1.0,0.0,0.0,0.0,0.0,2222581949098141722,0,95,15794550382381185553
Qin,119,Qin,0.0,0.0,1,442,0,0.0,0.0,1.0,0.0,0.0,0.0,2593208677638477497,0,96,2593208677638477497,0.0,440,0,1.0,0.0,0.0,0.0,1.0,16037325823156266367,0,84,1292078113972184607,436,378,3,1.0,0.0,0.0,0.0,0.0,11615090310102915393,0,95,15794550382381185553
Your,119,Your Majesty 's plans,0.0,0.0,1,437,0,0.0,1.0,0.0,0.0,0.0,0.0,14255639882088905732,0,95,15794550382381185553,0.0,404,0,1.0,0.0,0.0,0.0,1.0,2283656566040971221,0,88,17571114184892886314,426,0,4,0.0,0.0,0.0,0.0,0.0,561228191312463089,0,83,4062917326063685704
Your Majesty,119,Your Majesty 's plans,0.0,0.0,2,8110129090154140942,0,1.0,0.0,0.0,0.0,0.0,0.0,16428057658620181782,0,93,74,0.0,404,0,1.0,0.0,0.0,0.0,1.0,2283656566040971221,0,88,17571114184892886314,426,0,4,0.0,0.0,0.0,0.0,0.0,561228191312463089,0,83,4062917326063685704
Majesty,119,Your Majesty 's plans,0.0,0.0,1,8110129090154140942,0,1.0,0.0,0.0,0.0,0.0,0.0,16428057658620181782,0,93,74,0.0,437,0,1.0,0.0,0.0,0.0,0.0,561228191312463089,0,83,4062917326063685704,426,0,4,0.0,0.0,0.0,0.0,0.0,561228191312463089,0,83,4062917326063685704
The,119,The king,0.0,0.0,1,426,0,0.0,1.0,0.0,0.0,0.0,0.0,7464393751932445219,0,91,15308085513773655218,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,426,0,0,0.0,0.0,0.0,0.0,0.0,7425985699627899538,0,89,15267657372422890137
Qin,119,Qin,0.0,0.0,1,442,0,0.0,0.0,1.0,0.0,0.0,0.0,2593208677638477497,0,96,2593208677638477497,0.0,440,0,1.0,0.0,0.0,0.0,1.0,886050111519832510,0,84,1292078113972184607,436,378,1,1.0,0.0,0.0,0.0,0.0,11615090310102915393,0,95,15794550382381185553
I,119,I,0.0,0.0,1,405,0,0.0,1.0,0.0,0.0,0.0,0.0,7597692042947428029,0,99,9188597074677201817,0.0,442,0,0.0,1.0,1.0,0.0,0.0,15884554869126768810,0,96,4969857429396651903,426,0,2,1.0,0.0,0.0,0.0,0.0,561228191312463089,0,94,13656873538139661788
Fan,119,Fan Ju,0.0,0.0,1,426,378,0.0,1.0,0.0,0.0,0.0,0.0,12131576118151215659,0,95,15794550382381185553,0.0,404,0,1.0,0.0,0.0,0.0,1.0,2283656566040971221,0,88,17571114184892886314,426,378,2,0.0,0.0,0.0,0.0,0.0,9836875835655631250,0,95,15794550382381185553
Fan Ju,119,Fan Ju,0.0,0.0,2,407,0,0.0,1.0,0.0,0.0,0.0,1.0,10382539506755952630,0,99,17109001835818727656,0.0,404,0,1.0,0.0,0.0,0.0,1.0,2283656566040971221,0,88,17571114184892886314,426,378,2,0.0,0.0,0.0,0.0,0.0,9836875835655631250,0,95,15794550382381185553
Ju,119,Fan Ju,0.0,0.0,1,407,0,0.0,1.0,0.0,0.0,0.0,1.0,10382539506755952630,0,99,17109001835818727656,0.0,7037928807040764755,378,1.0,0.0,0.0,0.0,0.0,9836875835655631250,0,95,15794550382381185553,426,378,2,0.0,0.0,0.0,0.0,0.0,9836875835655631250,0,95,15794550382381185553
Qin,119,Qin 's response,0.0,0.0,1,8110129090154140942,0,1.0,0.0,0.0,0.0,0.0,0.0,16428057658620181782,0,93,74,0.0,440,0,1.0,0.0,0.0,0.0,1.0,886050111519832510,0,84,1292078113972184607,436,378,5,0.0,0.0,0.0,0.0,0.0,11615090310102915393,0,95,15794550382381185553
Yiwu,181,Yiwu,0.0,0.0,1,8206900633647566924,0,0.0,1.0,0.0,0.0,0.0,0.0,8685289367999165211,0,99,17109001835818727656,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,426,381,0,1.0,0.0,0.0,0.0,0.0,4234715278131073688,0,95,15794550382381185553
I,181,I,0.0,0.0,1,396,0,0.0,1.0,0.0,0.0,0.0,0.0,8588752623551235015,0,99,9188597074677201817,0.0,420,0,1.0,0.0,0.0,0.0,0.0,12446819118446800910,0,84,1292078113972184607,426,0,1,1.0,0.0,0.0,0.0,0.0,561228191312463089,0,94,13656873538139661788
I,181,I,0.0,0.0,1,402,0,0.0,1.0,0.0,0.0,0.0,1.0,6992604926141104606,0,99,16235386156175103506,0.0,442,0,0.0,1.0,0.0,0.0,0.0,2593208677638477497,0,96,2593208677638477497,426,0,3,1.0,0.0,0.0,0.0,0.0,561228191312463089,0,94,13656873538139661788
Jin,181,Jin 's cities,0.0,0.0,1,8110129090154140942,0,1.0,0.0,0.0,0.0,0.0,0.0,16428057658620181782,0,93,74,0.0,440,0,1.0,0.0,0.0,0.0,1.0,886050111519832510,0,84,1292078113972184607,436,378,4,0.0,0.0,0.0,0.0,0.0,3146064798170139065,0,95,15794550382381185553
Yellow,181,the Yellow River,0.0,0.0,1,436,383,0.0,1.0,0.0,0.0,0.0,0.0,9103378528718840401,0,95,15794550382381185553,0.0,412,383,1.0,0.0,0.0,0.0,1.0,7425985699627899538,0,89,15267657372422890137,436,383,6,0.0,0.0,0.0,0.0,0.0,7425985699627899538,0,89,15267657372422890137
Yellow River,181,the Yellow River,0.0,0.0,2,404,0,0.0,1.0,0.0,0.0,0.0,1.0,2283656566040971221,0,88,17571114184892886314,0.0,412,383,1.0,0.0,0.0,0.0,1.0,7425985699627899538,0,89,15267657372422890137,436,383,6,0.0,0.0,0.0,0.0,0.0,7425985699627899538,0,89,15267657372422890137
River,181,the Yellow River,0.0,0.0,1,404,0,0.0,1.0,0.0,0.0,0.0,1.0,2283656566040971221,0,88,17571114184892886314,0.0,7037928807040764755,383,1.0,0.0,0.0,0.0,0.0,15431065374311889734,0,95,15794550382381185553,436,383,6,0.0,0.0,0.0,0.0,0.0,7425985699627899538,0,89,15267657372422890137
Qin,181,Qin,0.0,0.0,1,442,0,0.0,0.0,1.0,0.0,0.0,0.0,12646065887601541794,0,96,12646065887601541794,0.0,440,0,1.0,0.0,0.0,0.0,1.0,3791531372978436496,0,84,1292078113972184607,436,378,8,1.0,0.0,0.0,0.0,0.0,11615090310102915393,0,95,15794550382381185553
Jin,181,Jin,0.0,0.0,1,404,0,0.0,1.0,0.0,0.0,0.0,1.0,2283656566040971221,0,88,17571114184892886314,0.0,396,0,1.0,0.0,0.0,0.0,0.0,16043492340495565256,0,99,3822385049556375858,413,378,1,1.0,0.0,0.0,0.0,0.0,3146064798170139065,0,95,15794550382381185553
Pi,181,Pi Zheng,0.0,0.0,1,413,378,0.0,1.0,0.0,0.0,0.0,0.0,10795587487264768256,0,95,15794550382381185553,0.0,8206900633647566924,0,1.0,0.0,0.0,0.0,0.0,6965176418496841198,0,99,17109001835818727656,413,378,4,0.0,0.0,0.0,0.0,0.0,3986282639687124464,0,95,15794550382381185553
Pi Zheng,181,Pi Zheng,0.0,0.0,2,440,0,0.0,1.0,0.0,0.0,0.0,1.0,3791531372978436496,0,84,1292078113972184607,0.0,8206900633647566924,0,1.0,0.0,0.0,0.0,0.0,6965176418496841198,0,99,17109001835818727656,413,378,4,0.0,0.0,0.0,0.0,0.0,3986282639687124464,0,95,15794550382381185553
Zheng,181,Pi Zheng,0.0,0.0,1,440,0,0.0,1.0,0.0,0.0,0.0,1.0,3791531372978436496,0,84,1292078113972184607,0.0,7037928807040764755,378,1.0,0.0,0.0,0.0,0.0,3986282639687124464,0,95,15794550382381185553,413,378,4,0.0,0.0,0.0,0.0,0.0,3986282639687124464,0,95,15794550382381185553
Qin,181,Qin,0.0,0.0,1,440,0,0.0,1.0,0.0,0.0,0.0,1.0,12510949447758279278,0,84,1292078113972184607,0.0,440,0,1.0,0.0,0.0,0.0,1.0,3791531372978436496,0,84,1292078113972184607,436,378,5,1.0,0.0,0.0,0.0,0.0,11615090310102915393,0,95,15794550382381185553
Yellow,181,the Yellow River,0.0,0.0,1,436,383,0.0,1.0,0.0,0.0,0.0,0.0,9103378528718840401,0,95,15794550382381185553,0.0,412,383,1.0,0.0,0.0,0.0,1.0,7425985699627899538,0,89,15267657372422890137,436,383,10,0.0,0.0,0.0,0.0,0.0,7425985699627899538,0,89,15267657372422890137
Yellow River,181,the Yellow River,0.0,0.0,2,442,0,0.0,0.0,1.0,0.0,0.0,0.0,12646065887601541794,0,96,12646065887601541794,0.0,412,383,1.0,0.0,0.0,0.0,1.0,7425985699627899538,0,89,15267657372422890137,436,383,10,0.0,0.0,0.0,0.0,0.0,7425985699627899538,0,89,15267657372422890137
River,181,the Yellow River,0.0,0.0,1,442,0,0.0,0.0,1.0,0.0,0.0,0.0,12646065887601541794,0,96,12646065887601541794,0.0,7037928807040764755,383,1.0,0.0,0.0,0.0,0.0,15431065374311889734,0,95,15794550382381185553,436,383,10,0.0,0.0,0.0,0.0,0.0,7425985699627899538,0,89,15267657372422890137
Li,181,Li Ke,0.0,0.0,1,413,378,0.0,1.0,0.0,0.0,0.0,0.0,15178629887533035421,0,95,15794550382381185553,0.0,8206900633647566924,0,1.0,0.0,0.0,0.0,1.0,11532405253426108718,0,99,17109001835818727656,413,378,1,0.0,0.0,0.0,0.0,0.0,7571453172128092820,0,95,15794550382381185553
Li Ke,181,Li Ke,0.0,0.0,2,440,0,0.0,1.0,0.0,0.0,0.0,1.0,3791531372978436496,0,84,1292078113972184607,0.0,8206900633647566924,0,1.0,0.0,0.0,0.0,1.0,11532405253426108718,0,99,17109001835818727656,413,378,1,0.0,0.0,0.0,0.0,0.0,7571453172128092820,0,95,15794550382381185553
Ke,181,Li Ke,0.0,0.0,1,440,0,0.0,1.0,0.0,0.0,0.0,1.0,3791531372978436496,0,84,1292078113972184607,0.0,7037928807040764755,378,1.0,0.0,0.0,0.0,0.0,7571453172128092820,0,95,15794550382381185553,413,378,1,0.0,0.0,0.0,0.0,0.0,7571453172128092820,0,95,15794550382381185553
Jin,133,Jin,0.0,0.0,1,404,0,0.0,1.0,0.0,0.0,0.0,1.0,2283656566040971221,0,88,17571114184892886314,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,426,378,0,1.0,0.0,0.0,0.0,0.0,3146064798170139065,0,95,15794550382381185553
Qi,133,Qi,0.0,0.0,1,397,0,0.0,1.0,0.0,0.0,0.0,1.0,15828358366003722530,0,85,164681854541413346,0.0,404,0,1.0,0.0,0.0,0.0,1.0,2283656566040971221,0,88,17571114184892886314,407,378,1,1.0,0.0,0.0,0.0,0.0,9098184522612989934,0,95,15794550382381185553
Duke,133,Duke Wu 's nineteenth year,1.0,0.0,1,437,378,0.0,1.0,0.0,0.0,0.0,0.0,1829651293286449629,0,95,15794550382381185553,0.0,440,0,1.0,0.0,0.0,0.0,0.0,3002984154512732771,0,84,1292078113972184607,436,0,0,0.0,0.0,0.0,0.0,0.0,16883499373028730966,0,95,15794550382381185553
Duke Wu,133,Duke Wu 's nineteenth year,1.0,0.0,2,8110129090154140942,0,1.0,0.0,0.0,0.0,0.0,0.0,16428057658620181782,0,93,74,0.0,440,0,1.0,0.0,0.0,0.0,0.0,3002984154512732771,0,84,1292078113972184607,436,0,0,0.0,0.0,0.0,0.0,0.0,16883499373028730966,0,95,15794550382381185553
Wu,133,Duke Wu 's nineteenth year,0.0,0.0,1,8110129090154140942,0,1.0,0.0,0.0,0.0,0.0,0.0,16428057658620181782,0,93,74,1.0,7037928807040764755,0,1.0,0.0,0.0,0.0,0.0,16883499373028730966,0,95,15794550382381185553,436,0,0,0.0,0.0,0.0,0.0,0.0,16883499373028730966,0,95,15794550382381185553
Quwoin,133,Quwoin Jin,0.0,0.0,1,436,381,0.0,1.0,0.0,0.0,0.0,0.0,3146064798170139065,0,95,15794550382381185553,0.0,440,0,1.0,0.0,0.0,0.0,1.0,886050111519832510,0,84,1292078113972184607,436,381,2,0.0,0.0,0.0,0.0,0.0,6905224206208510883,0,95,15794550382381185553
Quwoin Jin,133,Quwoin Jin,0.0,0.0,2,440,0,0.0,1.0,0.0,0.0,0.0,1.0,16037325823156266367,0,84,1292078113972184607,0.0,440,0,1.0,0.0,0.0,0.0,1.0,886050111519832510,0,84,1292078113972184607,436,381,2,0.0,0.0,0.0,0.0,0.0,6905224206208510883,0,95,15794550382381185553
Jin,133,Quwoin Jin,0.0,0.0,1,440,0,0.0,1.0,0.0,0.0,0.0,1.0,16037325823156266367,0,84,1292078113972184607,0.0,7037928807040764755,381,1.0,0.0,0.0,0.0,0.0,6905224206208510883,0,95,15794550382381185553,436,381,2,0.0,0.0,0.0,0.0,0.0,6905224206208510883,0,95,15794550382381185553
Jin,133,Jin,0.0,0.0,1,442,0,0.0,0.0,1.0,0.0,0.0,0.0,12646065887601541794,0,96,12646065887601541794,0.0,440,0,1.0,0.0,0.0,0.0,1.0,886050111519832510,0,84,1292078113972184607,436,378,6,1.0,0.0,0.0,0.0,0.0,3146064798170139065,0,95,15794550382381185553
Duke,133,Duke Huan,1.0,0.0,1,426,381,0.0,1.0,0.0,0.0,0.0,0.0,10117059399292493209,0,95,15794550382381185553,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,426,381,0,0.0,0.0,0.0,0.0,0.0,16883499373028730966,0,95,15794550382381185553
Duke Huan,133,Duke Huan,1.0,0.0,2,440,0,0.0,1.0,0.0,0.0,0.0,1.0,886050111519832510,0,84,1292078113972184607,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,426,381,0,0.0,0.0,0.0,0.0,0.0,16883499373028730966,0,95,15794550382381185553
Huan,133,Duke Huan,0.0,0.0,1,440,0,0.0,1.0,0.0,0.0,0.0,1.0,886050111519832510,0,84,1292078113972184607,1.0,7037928807040764755,381,1.0,0.0,0.0,0.0,0.0,16883499373028730966,0,95,15794550382381185553,426,381,0,0.0,0.0,0.0,0.0,0.0,16883499373028730966,0,95,15794550382381185553
Qi,133,Qi,0.0,0.0,1,8206900633647566924,0,0.0,1.0,0.0,0.0,0.0,1.0,12558846041070486771,0,99,17109001835818727656,0.0,440,0,1.0,0.0,0.0,0.0,1.0,886050111519832510,0,84,1292078113972184607,436,382,1,1.0,0.0,0.0,0.0,0.0,9098184522612989934,0,95,15794550382381185553
Juan,133,Juan,0.0,0.0,1,442,0,0.0,0.0,1.0,0.0,0.0,0.0,12646065887601541794,0,96,12646065887601541794,0.0,440,0,1.0,0.0,0.0,0.0,1.0,11667289587015813222,0,84,1292078113972184607,436,378,3,1.0,0.0,0.0,0.0,0.0,5414139780887730998,0,95,15794550382381185553
Duke,133,Duke Wu,1.0,0.0,1,426,378,0.0,1.0,0.0,0.0,0.0,0.0,1829651293286449629,0,95,15794550382381185553,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,426,0,0,0.0,0.0,0.0,0.0,0.0,16883499373028730966,0,95,15794550382381185553
Duke Wu,133,Duke Wu,1.0,0.0,2,440,0,0.0,1.0,0.0,0.0,0.0,1.0,886050111519832510,0,84,1292078113972184607,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,426,0,0,0.0,0.0,0.0,0.0,0.0,16883499373028730966,0,95,15794550382381185553
Wu,133,Duke Wu,0.0,0.0,1,440,0,0.0,1.0,0.0,0.0,0.0,1.0,886050111519832510,0,84,1292078113972184607,1.0,7037928807040764755,0,1.0,0.0,0.0,0.0,0.0,16883499373028730966,0,95,15794550382381185553,426,0,0,0.0,0.0,0.0,0.0,0.0,16883499373028730966,0,95,15794550382381185553
Qin,133,Qin,0.0,0.0,1,8206900633647566924,0,0.0,1.0,0.0,0.0,0.0,0.0,3573116604670608395,0,99,17109001835818727656,0.0,440,0,1.0,0.0,0.0,0.0,1.0,886050111519832510,0,84,1292078113972184607,436,378,1,1.0,0.0,0.0,0.0,0.0,11615090310102915393,0,95,15794550382381185553
Pingyang,133,Pingyang,0.0,0.0,1,440,0,0.0,1.0,0.0,0.0,0.0,1.0,3002984154512732771,0,84,1292078113972184607,0.0,440,0,1.0,0.0,0.0,0.0,1.0,11667289587015813222,0,84,1292078113972184607,436,382,4,1.0,0.0,0.0,0.0,0.0,14276520346281447354,0,95,15794550382381185553
Yong,133,Yong,0.0,0.0,1,442,0,0.0,0.0,1.0,0.0,0.0,0.0,12646065887601541794,0,96,12646065887601541794,0.0,440,0,1.0,0.0,0.0,0.0,1.0,3002984154512732771,0,84,1292078113972184607,436,382,5,1.0,0.0,0.0,0.0,0.0,10255933043993560349,0,95,15794550382381185553
Gan,201,Gan Luo,0.0,0.0,1,426,378,0.0,1.0,0.0,0.0,0.0,0.0,2104293440104604674,0,95,15794550382381185553,0.0,442,0,0.0,1.0,0.0,0.0,0.0,2593208677638477497,0,96,2593208677638477497,426,378,2,0.0,0.0,0.0,0.0,0.0,14220849248644809038,0,95,15794550382381185553
Gan Luo,201,Gan Luo,0.0,0.0,2,8206900633647566924,0,0.0,1.0,0.0,0.0,0.0,0.0,8685289367999165211,0,99,17109001835818727656,0.0,442,0,0.0,1.0,0.0,0.0,0.0,2593208677638477497,0,96,2593208677638477497,426,378,2,0.0,0.0,0.0,0.0,0.0,14220849248644809038,0,95,15794550382381185553
Luo,201,Gan Luo,0.0,0.0,1,8206900633647566924,0,0.0,1.0,0.0,0.0,0.0,0.0,8685289367999165211,0,99,17109001835818727656,0.0,7037928807040764755,378,1.0,0.0,0.0,0.0,0.0,14220849248644809038,0,95,15794550382381185553,426,378,2,0.0,0.0,0.0,0.0,0.0,14220849248644809038,0,95,15794550382381185553
Wenxin,201,Wenxin,0.0,0.0,1,442,0,0.0,0.0,1.0,0.0,0.0,0.0,2593208677638477497,0,96,2593208677638477497,0.0,440,0,1.0,0.0,0.0,0.0,1.0,886050111519832510,0,84,1292078113972184607,436,378,5,1.0,0.0,0.0,0.0,0.0,10240707301946339721,0,95,15794550382381185553
I,201,I,0.0,0.0,1,402,0,0.0,1.0,0.0,0.0,0.0,1.0,6992604926141104606,0,99,16235386156175103506,0.0,442,0,0.0,1.0,0.0,0.0,0.0,2593208677638477497,0,96,2593208677638477497,426,0,9,1.0,0.0,0.0,0.0,0.0,561228191312463089,0,94,13656873538139661788
Zhao,201,Zhao,0.0,0.0,1,404,0,0.0,1.0,0.0,0.0,0.0,1.0,2283656566040971221,0,88,17571114184892886314,0.0,440,0,1.0,0.0,0.0,0.0,1.0,3791531372978436496,0,84,1292078113972184607,436,378,11,1.0,0.0,0.0,0.0,0.0,1432046011997238756,0,95,15794550382381185553
Zhang,201,Zhang Tang 's behalf,0.0,0.0,1,437,378,0.0,1.0,0.0,0.0,0.0,0.0,4768455683095615333,0,95,15794550382381185553,0.0,440,0,1.0,0.0,0.0,0.0,1.0,5640369432778651323,0,84,1292078113972184607,436,378,13,0.0,0.0,0.0,0.0,0.0,3937820037229916483,0,95,15794550382381185553
Zhang Tang,201,Zhang Tang 's behalf,0.0,0.0,2,8110129090154140942,378,1.0,0.0,0.0,0.0,0.0,0.0,16428057658620181782,0,93,74,0.0,440,0,1.0,0.0,0.0,0.0,1.0,5640369432778651323,0,84,1292078113972184607,436,378,13,0.0,0.0,0.0,0.0,0.0,3937820037229916483,0,95,15794550382381185553
Tang,201,Zhang Tang 's behalf,0.0,0.0,1,8110129090154140942,378,1.0,0.0,0.0,0.0,0.0,0.0,16428057658620181782,0,93,74,0.0,7037928807040764755,378,1.0,0.0,0.0,0.0,0.0,3937820037229916483,0,95,15794550382381185553,436,378,13,0.0,0.0,0.0,0.0,0.0,3937820037229916483,0,95,15794550382381185553
Duke,85,Duke Xiang,1.0,0.0,1,426,378,0.0,1.0,0.0,0.0,0.0,0.0,3615326617309427512,0,95,15794550382381185553,0.0,442,0,0.0,1.0,0.0,0.0,0.0,2593208677638477497,0,96,2593208677638477497,426,378,2,0.0,0.0,0.0,0.0,0.0,16883499373028730966,0,95,15794550382381185553
Duke Xiang,85,Duke Xiang,1.0,0.0,2,8206900633647566924,0,0.0,1.0,0.0,0.0,0.0,0.0,11640825575873464194,0,99,17109001835818727656,0.0,442,0,0.0,1.0,0.0,0.0,0.0,2593208677638477497,0,96,2593208677638477497,426,378,2,0.0,0.0,0.0,0.0,0.0,16883499373028730966,0,95,15794550382381185553
Xiang,85,Duke Xiang,0.0,0.0,1,8206900633647566924,0,0.0,1.0,0.0,0.0,0.0,0.0,11640825575873464194,0,99,17109001835818727656,1.0,7037928807040764755,378,1.0,0.0,0.0,0.0,0.0,16883499373028730966,0,95,15794550382381185553,426,378,2,0.0,0.0,0.0,0.0,0.0,16883499373028730966,0,95,15794550382381185553
Muying,85,Muying,0.0,0.0,1,442,0,0.0,0.0,1.0,0.0,0.0,0.0,2593208677638477497,0,96,2593208677638477497,0.0,442,0,0.0,1.0,0.0,0.0,0.0,2593208677638477497,0,96,2593208677638477497,400,378,4,1.0,0.0,0.0,0.0,0.0,10505034023285969407,0,95,15794550382381185553
King,85,King Feng,1.0,0.0,1,436,378,0.0,1.0,0.0,0.0,0.0,0.0,8605589640022705405,0,95,15794550382381185553,0.0,440,0,1.0,0.0,0.0,0.0,1.0,886050111519832510,0,84,1292078113972184607,436,378,6,0.0,0.0,0.0,0.0,0.0,7464393751932445219,0,95,15794550382381185553
King Feng,85,King Feng,1.0,0.0,2,442,0,0.0,0.0,1.0,0.0,0.0,0.0,12646065887601541794,0,96,12646065887601541794,0.0,440,0,1.0,0.0,0.0,0.0,1.0,886050111519832510,0,84,1292078113972184607,436,378,6,0.0,0.0,0.0,0.0,0.0,7464393751932445219,0,95,15794550382381185553
Feng,85,King Feng,0.0,0.0,1,442,0,0.0,0.0,1.0,0.0,0.0,0.0,12646065887601541794,0,96,12646065887601541794,1.0,7037928807040764755,378,1.0,0.0,0.0,0.0,0.0,7464393751932445219,0,95,15794550382381185553,436,378,6,0.0,0.0,0.0,0.0,0.0,7464393751932445219,0,95,15794550382381185553
Shuli,33,Shuli Zi 's house,0.0,0.0,1,437,378,0.0,1.0,0.0,0.0,0.0,0.0,7763783676986730962,0,95,15794550382381185553,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,427,378,0,0.0,0.0,0.0,0.0,0.0,1812804116571101063,0,95,15794550382381185553
Shuli Zi,33,Shuli Zi 's house,0.0,0.0,2,8110129090154140942,378,1.0,0.0,0.0,0.0,0.0,0.0,16428057658620181782,0,93,74,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,427,378,0,0.0,0.0,0.0,0.0,0.0,1812804116571101063,0,95,15794550382381185553
Zi,33,Shuli Zi 's house,0.0,0.0,1,8110129090154140942,378,1.0,0.0,0.0,0.0,0.0,0.0,16428057658620181782,0,93,74,0.0,7037928807040764755,378,1.0,0.0,0.0,0.0,0.0,1812804116571101063,0,95,15794550382381185553,427,378,0,0.0,0.0,0.0,0.0,0.0,1812804116571101063,0,95,15794550382381185553
King,33,King Zhaoxiang,1.0,0.0,1,436,378,0.0,1.0,0.0,0.0,0.0,0.0,9417581523617412420,0,95,15794550382381185553,0.0,440,0,1.0,0.0,0.0,0.0,1.0,886050111519832510,0,84,1292078113972184607,436,378,2,0.0,0.0,0.0,0.0,0.0,7464393751932445219,0,95,15794550382381185553
King Zhaoxiang,33,King Zhaoxiang,1.0,0.0,2,442,0,0.0,0.0,1.0,0.0,0.0,0.0,2593208677638477497,0,96,2593208677638477497,0.0,440,0,1.0,0.0,0.0,0.0,1.0,886050111519832510,0,84,1292078113972184607,436,378,2,0.0,0.0,0.0,0.0,0.0,7464393751932445219,0,95,15794550382381185553
Zhaoxiang,33,King Zhaoxiang,0.0,0.0,1,442,0,0.0,0.0,1.0,0.0,0.0,0.0,2593208677638477497,0,96,2593208677638477497,1.0,7037928807040764755,378,1.0,0.0,0.0,0.0,0.0,7464393751932445219,0,95,15794550382381185553,436,378,2,0.0,0.0,0.0,0.0,0.0,7464393751932445219,0,95,15794550382381185553
Shuli,33,Shuli Zi,0.0,0.0,1,436,0,0.0,1.0,0.0,0.0,0.0,0.0,7763783676986730962,0,95,15794550382381185553,0.0,440,0,1.0,0.0,0.0,0.0,1.0,886050111519832510,0,84,1292078113972184607,436,382,4,0.0,0.0,0.0,0.0,0.0,1812804116571101063,0,95,15794550382381185553
Shuli Zi,33,Shuli Zi,0.0,0.0,2,404,0,0.0,1.0,0.0,0.0,0.0,1.0,3740602843040177340,0,88,17571114184892886314,0.0,440,0,1.0,0.0,0.0,0.0,1.0,886050111519832510,0,84,1292078113972184607,436,382,4,0.0,0.0,0.0,0.0,0.0,1812804116571101063,0,95,15794550382381185553
Zi,33,Shuli Zi,0.0,0.0,1,404,0,0.0,1.0,0.0,0.0,0.0,1.0,3740602843040177340,0,88,17571114184892886314,0.0,7037928807040764755,382,1.0,0.0,0.0,0.0,0.0,1812804116571101063,0,95,15794550382381185553,436,382,4,0.0,0.0,0.0,0.0,0.0,1812804116571101063,0,95,15794550382381185553
Gentleman,33,the Gentleman,0.0,0.0,1,440,378,0.0,1.0,0.0,0.0,0.0,1.0,886050111519832510,0,84,1292078113972184607,0.0,412,378,1.0,0.0,0.0,0.0,1.0,7425985699627899538,0,89,15267657372422890137,407,378,5,0.0,0.0,0.0,0.0,0.0,7425985699627899538,0,89,15267657372422890137
Shuli,33,Shuli,0.0,0.0,1,442,0,0.0,0.0,1.0,0.0,0.0,0.0,12646065887601541794,0,96,12646065887601541794,0.0,440,378,1.0,0.0,0.0,0.0,1.0,886050111519832510,0,84,1292078113972184607,436,378,6,1.0,0.0,0.0,0.0,0.0,1812804116571101063,0,95,15794550382381185553
