ngram,doc_id,span,has_prefix,has_quote_s,length,next_dep,next_ent_type,next_has_quote_s,next_is_alpha,next_is_punct,next_is_quote,next_is_space,next_is_stop,next_lemma,next_lex_id,next_pos,next_tag,pre_has_prefix,prev_dep,prev_ent_type,prev_is_alpha,prev_is_punct,prev_is_quote,prev_is_space,prev_is_stop,prev_lemma,prev_lex_id,prev_pos,prev_tag,span_dep,span_ent_type,span_id,span_is_alpha,span_is_punct,span_is_quote,span_is_space,span_is_stop,span_lemma,span_lex_id,span_pos,span_tag
I,263,I,0.0,0.0,1,402,0,0.0,1.0,0.0,0.0,0.0,1.0,2158845516055552166,0,99,9188597074677201817,0.0,404,0,1.0,0.0,0.0,0.0,0.0,14560795576765492085,0,88,17571114184892886314,426,0,0,1.0,0.0,0.0,0.0,0.0,561228191312463089,0,94,13656873538139661788
I,263,I,0.0,0.0,1,402,0,0.0,0.0,0.0,0.0,0.0,0.0,18307573501153647118,0,99,16235386156175103506,0.0,397,0,1.0,0.0,0.0,0.0,0.0,12965068231793614765,0,85,164681854541413346,426,0,1,1.0,0.0,0.0,0.0,0.0,561228191312463089,0,94,13656873538139661788
I,263,I,0.0,0.0,1,405,0,0.0,1.0,0.0,0.0,0.0,0.0,7597692042947428029,0,99,9188597074677201817,0.0,413,0,1.0,0.0,0.0,0.0,1.0,5865838185239622912,0,91,4808651922106831370,426,0,1,1.0,0.0,0.0,0.0,0.0,561228191312463089,0,94,13656873538139661788
Duke,190,Duke Mu,1.0,0.0,1,426,378,0.0,1.0,0.0,0.0,0.0,0.0,14665303702414098656,0,95,15794550382381185553,0.0,404,0,1.0,0.0,0.0,0.0,0.0,14560795576765492085,0,88,17571114184892886314,426,0,0,0.0,0.0,0.0,0.0,0.0,16883499373028730966,0,95,15794550382381185553
Duke Mu,190,Duke Mu,1.0,0.0,2,8206900633647566924,0,0.0,1.0,0.0,0.0,0.0,0.0,8685289367999165211,0,99,17109001835818727656,0.0,404,0,1.0,0.0,0.0,0.0,0.0,14560795576765492085,0,88,17571114184892886314,426,0,0,0.0,0.0,0.0,0.0,0.0,16883499373028730966,0,95,15794550382381185553
Mu,190,Duke Mu,0.0,0.0,1,8206900633647566924,0,0.0,1.0,0.0,0.0,0.0,0.0,8685289367999165211,0,99,17109001835818727656,1.0,7037928807040764755,0,1.0,0.0,0.0,0.0,0.0,16883499373028730966,0,95,15794550382381185553,426,0,0,0.0,0.0,0.0,0.0,0.0,16883499373028730966,0,95,15794550382381185553
Pi,190,Pi Zheng,0.0,0.0,1,436,378,0.0,1.0,0.0,0.0,0.0,0.0,10795587487264768256,0,95,15794550382381185553,0.0,440,0,1.0,0.0,0.0,0.0,1.0,7437575085468336610,0,84,1292078113972184607,436,378,6,0.0,0.0,0.0,0.0,0.0,3986282639687124464,0,95,15794550382381185553
Pi Zheng,190,Pi Zheng,0.0,0.0,2,442,0,0.0,0.0,1.0,0.0,0.0,0.0,12646065887601541794,0,96,12646065887601541794,0.0,440,0,1.0,0.0,0.0,0.0,1.0,7437575085468336610,0,84,1292078113972184607,436,378,6,0.0,0.0,0.0,0.0,0.0,3986282639687124464,0,95,15794550382381185553
Zheng,190,Pi Zheng,0.0,0.0,1,442,0,0.0,0.0,1.0,0.0,0.0,0.0,12646065887601541794,0,96,12646065887601541794,0.0,7037928807040764755,378,1.0,0.0,0.0,0.0,0.0,3986282639687124464,0,95,15794550382381185553,436,378,6,0.0,0.0,0.0,0.0,0.0,3986282639687124464,0,95,15794550382381185553
The,190,The fact,0.0,0.0,1,426,0,0.0,1.0,0.0,0.0,0.0,0.0,3814049101131682695,0,91,15308085513773655218,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,426,0,0,0.0,0.0,0.0,0.0,0.0,7425985699627899538,0,89,15267657372422890137
Pi,190,Pi Bao 's advice,0.0,0.0,1,437,378,0.0,1.0,0.0,0.0,0.0,0.0,3647935742711121796,0,95,15794550382381185553,0.0,446,0,1.0,0.0,0.0,0.0,0.0,17272336053927728351,0,99,14200088355797579614,413,378,1,0.0,0.0,0.0,0.0,0.0,3986282639687124464,0,95,15794550382381185553
Pi Bao,190,Pi Bao 's advice,0.0,0.0,2,8110129090154140942,378,1.0,0.0,0.0,0.0,0.0,0.0,16428057658620181782,0,93,74,0.0,446,0,1.0,0.0,0.0,0.0,0.0,17272336053927728351,0,99,14200088355797579614,413,378,1,0.0,0.0,0.0,0.0,0.0,3986282639687124464,0,95,15794550382381185553
Bao,190,Pi Bao 's advice,0.0,0.0,1,8110129090154140942,378,1.0,0.0,0.0,0.0,0.0,0.0,16428057658620181782,0,93,74,0.0,7037928807040764755,378,1.0,0.0,0.0,0.0,0.0,3986282639687124464,0,95,15794550382381185553,413,378,1,0.0,0.0,0.0,0.0,0.0,3986282639687124464,0,95,15794550382381185553
Cui,146,Cui Shu,0.0,0.0,1,426,378,0.0,1.0,0.0,0.0,0.0,0.0,12161133495277023038,0,95,15794550382381185553,0.0,397,0,1.0,0.0,0.0,0.0,0.0,15807309897752499399,0,85,17524233984504158541,426,378,0,0.0,0.0,0.0,0.0,0.0,5622013662290187164,0,95,15794550382381185553
Cui Shu,146,Cui Shu,0.0,0.0,2,404,0,0.0,1.0,0.0,0.0,0.0,1.0,2283656566040971221,0,88,17571114184892886314,0.0,397,0,1.0,0.0,0.0,0.0,0.0,15807309897752499399,0,85,17524233984504158541,426,378,0,0.0,0.0,0.0,0.0,0.0,5622013662290187164,0,95,15794550382381185553
Shu,146,Cui Shu,0.0,0.0,1,404,0,0.0,1.0,0.0,0.0,0.0,1.0,2283656566040971221,0,88,17571114184892886314,0.0,7037928807040764755,378,1.0,0.0,0.0,0.0,0.0,5622013662290187164,0,95,15794550382381185553,426,378,0,0.0,0.0,0.0,0.0,0.0,5622013662290187164,0,95,15794550382381185553
Nao,146,Nao Chi,0.0,0.0,1,407,378,0.0,1.0,0.0,0.0,0.0,0.0,5271009958918016511,0,95,15794550382381185553,0.0,404,0,1.0,0.0,0.0,0.0,1.0,2283656566040971221,0,88,17571114184892886314,407,378,1,0.0,0.0,0.0,0.0,0.0,5579127228874873826,0,95,15794550382381185553
Nao Chi,146,Nao Chi,0.0,0.0,2,396,0,0.0,1.0,0.0,0.0,0.0,0.0,13836209313878586861,0,99,17109001835818727656,0.0,404,0,1.0,0.0,0.0,0.0,1.0,2283656566040971221,0,88,17571114184892886314,407,378,1,0.0,0.0,0.0,0.0,0.0,5579127228874873826,0,95,15794550382381185553
Chi,146,Nao Chi,0.0,0.0,1,396,0,0.0,1.0,0.0,0.0,0.0,0.0,13836209313878586861,0,99,17109001835818727656,0.0,7037928807040764755,378,1.0,0.0,0.0,0.0,0.0,5579127228874873826,0,95,15794550382381185553,407,378,1,0.0,0.0,0.0,0.0,0.0,5579127228874873826,0,95,15794550382381185553
Qi,146,Qi,0.0,0.0,1,442,0,0.0,0.0,1.0,0.0,0.0,0.0,2593208677638477497,0,96,2593208677638477497,0.0,440,0,1.0,0.0,0.0,0.0,1.0,3002984154512732771,0,84,1292078113972184607,436,382,3,1.0,0.0,0.0,0.0,0.0,9098184522612989934,0,95,15794550382381185553
Li,146,Li Dui,0.0,0.0,1,426,378,0.0,1.0,0.0,0.0,0.0,0.0,4281733038667565154,0,95,15794550382381185553,0.0,397,0,1.0,0.0,0.0,0.0,0.0,15807309897752499399,0,85,17524233984504158541,426,378,0,0.0,0.0,0.0,0.0,0.0,7571453172128092820,0,95,15794550382381185553
Li Dui,146,Li Dui,0.0,0.0,2,396,0,0.0,1.0,0.0,0.0,0.0,0.0,13836209313878586861,0,99,17109001835818727656,0.0,397,0,1.0,0.0,0.0,0.0,0.0,15807309897752499399,0,85,17524233984504158541,426,378,0,0.0,0.0,0.0,0.0,0.0,7571453172128092820,0,95,15794550382381185553
Dui,146,Li Dui,0.0,0.0,1,396,0,0.0,1.0,0.0,0.0,0.0,0.0,13836209313878586861,0,99,17109001835818727656,0.0,7037928807040764755,378,1.0,0.0,0.0,0.0,0.0,7571453172128092820,0,95,15794550382381185553,426,378,0,0.0,0.0,0.0,0.0,0.0,7571453172128092820,0,95,15794550382381185553
Zhao,146,Zhao,0.0,0.0,1,442,0,0.0,0.0,1.0,0.0,0.0,0.0,2593208677638477497,0,96,2593208677638477497,0.0,440,0,1.0,0.0,0.0,0.0,1.0,3002984154512732771,0,84,1292078113972184607,436,378,2,1.0,0.0,0.0,0.0,0.0,1432046011997238756,0,95,15794550382381185553
Zhufu,146,the ruler Zhufu,0.0,0.0,1,440,0,0.0,1.0,0.0,0.0,0.0,1.0,11667289587015813222,0,84,1292078113972184607,0.0,7037928807040764755,0,1.0,0.0,0.0,0.0,0.0,18205181805348499458,0,91,15308085513773655218,413,0,4,0.0,0.0,0.0,0.0,0.0,7425985699627899538,0,89,15267657372422890137
Sand,146,Sand Hill,0.0,0.0,1,436,9191306739292312949,0.0,1.0,0.0,0.0,0.0,0.0,1647358963876657122,0,95,15794550382381185553,0.0,440,0,1.0,0.0,0.0,0.0,1.0,11667289587015813222,0,84,1292078113972184607,436,9191306739292312949,5,0.0,0.0,0.0,0.0,0.0,8689067151372652667,0,95,15794550382381185553
Sand Hill,146,Sand Hill,0.0,0.0,2,404,0,0.0,1.0,0.0,0.0,0.0,1.0,2283656566040971221,0,88,17571114184892886314,0.0,440,0,1.0,0.0,0.0,0.0,1.0,11667289587015813222,0,84,1292078113972184607,436,9191306739292312949,5,0.0,0.0,0.0,0.0,0.0,8689067151372652667,0,95,15794550382381185553
Hill,146,Sand Hill,0.0,0.0,1,404,0,0.0,1.0,0.0,0.0,0.0,1.0,2283656566040971221,0,88,17571114184892886314,0.0,7037928807040764755,9191306739292312949,1.0,0.0,0.0,0.0,0.0,8689067151372652667,0,95,15794550382381185553,436,9191306739292312949,5,0.0,0.0,0.0,0.0,0.0,8689067151372652667,0,95,15794550382381185553
I,146,I,0.0,0.0,1,8206900633647566924,0,0.0,1.0,0.0,0.0,0.0,0.0,16158783587822825203,0,99,9188597074677201817,0.0,397,0,1.0,0.0,0.0,0.0,0.0,17157488710739566268,0,85,164681854541413346,426,0,9,1.0,0.0,0.0,0.0,0.0,561228191312463089,0,94,13656873538139661788
Qin,146,Qin,0.0,0.0,1,412,384,0.0,1.0,0.0,0.0,0.0,1.0,7425985699627899538,0,89,15267657372422890137,0.0,440,0,1.0,0.0,0.0,0.0,1.0,3002984154512732771,0,84,1292078113972184607,436,378,10,1.0,0.0,0.0,0.0,0.0,11615090310102915393,0,95,15794550382381185553
Rang,146,Rang manage affairs,0.0,0.0,1,7037928807040764755,0,0.0,1.0,0.0,0.0,0.0,0.0,16342131796647358051,0,99,9188597074677201817,0.0,440,0,1.0,0.0,0.0,0.0,1.0,886050111519832510,0,84,1292078113972184607,436,382,11,0.0,0.0,0.0,0.0,0.0,2222581949098141722,0,95,15794550382381185553
Gaoling,146,lords Gaoling,0.0,0.0,1,442,0,0.0,0.0,1.0,0.0,0.0,0.0,2593208677638477497,0,96,2593208677638477497,0.0,7037928807040764755,0,1.0,0.0,0.0,0.0,0.0,6316802600213942060,0,91,783433942507015291,426,0,12,0.0,0.0,0.0,0.0,0.0,6316802600213942060,0,91,783433942507015291
Huayang,146,Huayang,0.0,0.0,1,442,0,0.0,0.0,1.0,0.0,0.0,0.0,2593208677638477497,0,96,2593208677638477497,0.0,442,0,0.0,1.0,0.0,0.0,0.0,2593208677638477497,0,96,2593208677638477497,407,378,13,1.0,0.0,0.0,0.0,0.0,17735593856116557782,0,95,15794550382381185553
Jingyang,146,Jingyang,0.0,0.0,1,435,0,0.0,1.0,0.0,0.0,0.0,0.0,8856833418600867193,0,99,1534113631682161808,0.0,404,0,1.0,0.0,0.0,0.0,1.0,2283656566040971221,0,88,17571114184892886314,407,378,14,1.0,0.0,0.0,0.0,0.0,14212372302741556029,0,95,15794550382381185553
Qin,146,Qin,0.0,0.0,1,402,0,0.0,1.0,0.0,0.0,0.0,1.0,2158845516055552166,0,99,17109001835818727656,0.0,440,0,1.0,0.0,0.0,0.0,1.0,886050111519832510,0,84,1292078113972184607,436,378,18,1.0,0.0,0.0,0.0,0.0,11615090310102915393,0,95,15794550382381185553
The,146,The situation,0.0,0.0,1,426,0,0.0,1.0,0.0,0.0,0.0,0.0,13467163215399432703,0,91,15308085513773655218,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,426,0,0,0.0,0.0,0.0,0.0,0.0,7425985699627899538,0,89,15267657372422890137
Nao,146,Nao Chi,0.0,0.0,1,436,378,0.0,1.0,0.0,0.0,0.0,0.0,5271009958918016511,0,95,15794550382381185553,0.0,440,0,1.0,0.0,0.0,0.0,1.0,11091676426636450224,0,84,1292078113972184607,436,378,1,0.0,0.0,0.0,0.0,0.0,5579127228874873826,0,95,15794550382381185553
Nao Chi,146,Nao Chi,0.0,0.0,2,404,0,0.0,1.0,0.0,0.0,0.0,1.0,3740602843040177340,0,88,17571114184892886314,0.0,440,0,1.0,0.0,0.0,0.0,1.0,11091676426636450224,0,84,1292078113972184607,436,378,1,0.0,0.0,0.0,0.0,0.0,5579127228874873826,0,95,15794550382381185553
Chi,146,Nao Chi,0.0,0.0,1,404,0,0.0,1.0,0.0,0.0,0.0,1.0,3740602843040177340,0,88,17571114184892886314,0.0,7037928807040764755,378,1.0,0.0,0.0,0.0,0.0,5579127228874873826,0,95,15794550382381185553,436,378,1,0.0,0.0,0.0,0.0,0.0,5579127228874873826,0,95,15794550382381185553
Li,146,Li Dui,0.0,0.0,1,407,378,0.0,1.0,0.0,0.0,0.0,0.0,4281733038667565154,0,95,15794550382381185553,0.0,404,0,1.0,0.0,0.0,0.0,1.0,3740602843040177340,0,88,17571114184892886314,407,378,2,0.0,0.0,0.0,0.0,0.0,7571453172128092820,0,95,15794550382381185553
Li Dui,146,Li Dui,0.0,0.0,2,442,0,0.0,0.0,1.0,0.0,0.0,0.0,12646065887601541794,0,96,12646065887601541794,0.0,404,0,1.0,0.0,0.0,0.0,1.0,3740602843040177340,0,88,17571114184892886314,407,378,2,0.0,0.0,0.0,0.0,0.0,7571453172128092820,0,95,15794550382381185553
Dui,146,Li Dui,0.0,0.0,1,442,0,0.0,0.0,1.0,0.0,0.0,0.0,12646065887601541794,0,96,12646065887601541794,0.0,7037928807040764755,378,1.0,0.0,0.0,0.0,0.0,7571453172128092820,0,95,15794550382381185553,407,378,2,0.0,0.0,0.0,0.0,0.0,7571453172128092820,0,95,15794550382381185553
Dafu,290,Dafu Zhong,0.0,0.0,1,426,0,0.0,1.0,0.0,0.0,0.0,0.0,8605206886949496001,0,95,15794550382381185553,0.0,397,0,1.0,0.0,0.0,0.0,0.0,15807309897752499399,0,85,17524233984504158541,426,0,0,0.0,0.0,0.0,0.0,0.0,11962555120038001555,0,95,15794550382381185553
Dafu Zhong,290,Dafu Zhong,0.0,0.0,2,396,0,0.0,1.0,0.0,0.0,0.0,0.0,16305312580841578055,0,99,17109001835818727656,0.0,397,0,1.0,0.0,0.0,0.0,0.0,15807309897752499399,0,85,17524233984504158541,426,0,0,0.0,0.0,0.0,0.0,0.0,11962555120038001555,0,95,15794550382381185553
Zhong,290,Dafu Zhong,0.0,0.0,1,396,0,0.0,1.0,0.0,0.0,0.0,0.0,16305312580841578055,0,99,17109001835818727656,0.0,7037928807040764755,0,1.0,0.0,0.0,0.0,0.0,11962555120038001555,0,95,15794550382381185553,426,0,0,0.0,0.0,0.0,0.0,0.0,11962555120038001555,0,95,15794550382381185553
Yue,290,Yue,0.0,0.0,1,442,0,0.0,0.0,1.0,0.0,0.0,0.0,2593208677638477497,0,96,2593208677638477497,0.0,440,0,1.0,0.0,0.0,0.0,1.0,886050111519832510,0,84,1292078113972184607,436,378,2,1.0,0.0,0.0,0.0,0.0,3917600510186441241,0,95,15794550382381185553
Dafu,290,Dafu Zhong,0.0,0.0,1,426,378,0.0,1.0,0.0,0.0,0.0,0.0,8605206886949496001,0,95,15794550382381185553,0.0,442,0,0.0,1.0,0.0,0.0,0.0,2593208677638477497,0,96,2593208677638477497,426,378,4,0.0,0.0,0.0,0.0,0.0,11962555120038001555,0,95,15794550382381185553
Dafu Zhong,290,Dafu Zhong,0.0,0.0,2,405,0,0.0,1.0,0.0,0.0,0.0,0.0,13082476864636363406,0,99,17109001835818727656,0.0,442,0,0.0,1.0,0.0,0.0,0.0,2593208677638477497,0,96,2593208677638477497,426,378,4,0.0,0.0,0.0,0.0,0.0,11962555120038001555,0,95,15794550382381185553
Zhong,290,Dafu Zhong,0.0,0.0,1,405,0,0.0,1.0,0.0,0.0,0.0,0.0,13082476864636363406,0,99,17109001835818727656,0.0,7037928807040764755,378,1.0,0.0,0.0,0.0,0.0,11962555120038001555,0,95,15794550382381185553,426,378,4,0.0,0.0,0.0,0.0,0.0,11962555120038001555,0,95,15794550382381185553
Fan,206,Fan Ju,0.0,0.0,1,426,378,0.0,1.0,0.0,0.0,0.0,0.0,12131576118151215659,0,95,15794550382381185553,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,426,378,0,0.0,0.0,0.0,0.0,0.0,9836875835655631250,0,95,15794550382381185553
Fan Ju,206,Fan Ju,0.0,0.0,2,442,0,0.0,0.0,1.0,0.0,0.0,0.0,2593208677638477497,0,96,2593208677638477497,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,426,378,0,0.0,0.0,0.0,0.0,0.0,9836875835655631250,0,95,15794550382381185553
Ju,206,Fan Ju,0.0,0.0,1,442,0,0.0,0.0,1.0,0.0,0.0,0.0,2593208677638477497,0,96,2593208677638477497,0.0,7037928807040764755,378,1.0,0.0,0.0,0.0,0.0,9836875835655631250,0,95,15794550382381185553,426,378,0,0.0,0.0,0.0,0.0,0.0,9836875835655631250,0,95,15794550382381185553
Wang,206,Wang Ji 's loyalty,0.0,0.0,1,437,378,0.0,1.0,0.0,0.0,0.0,0.0,12731887323553496709,0,95,15794550382381185553,0.0,440,0,1.0,0.0,0.0,0.0,1.0,16037325823156266367,0,84,1292078113972184607,436,378,4,0.0,0.0,0.0,0.0,0.0,6257060881434200067,0,95,15794550382381185553
Wang Ji,206,Wang Ji 's loyalty,0.0,0.0,2,8110129090154140942,378,1.0,0.0,0.0,0.0,0.0,0.0,16428057658620181782,0,93,74,0.0,440,0,1.0,0.0,0.0,0.0,1.0,16037325823156266367,0,84,1292078113972184607,436,378,4,0.0,0.0,0.0,0.0,0.0,6257060881434200067,0,95,15794550382381185553
Ji,206,Wang Ji 's loyalty,0.0,0.0,1,8110129090154140942,378,1.0,0.0,0.0,0.0,0.0,0.0,16428057658620181782,0,93,74,0.0,7037928807040764755,378,1.0,0.0,0.0,0.0,0.0,6257060881434200067,0,95,15794550382381185553,436,378,4,0.0,0.0,0.0,0.0,0.0,6257060881434200067,0,95,15794550382381185553
Hangu,206,the Hangu Pass,0.0,0.0,1,413,383,0.0,1.0,0.0,0.0,0.0,0.0,4028211059174100358,0,95,15794550382381185553,0.0,412,383,1.0,0.0,0.0,0.0,1.0,7425985699627899538,0,89,15267657372422890137,413,383,8,0.0,0.0,0.0,0.0,0.0,7425985699627899538,0,89,15267657372422890137
Hangu Pass,206,the Hangu Pass,0.0,0.0,2,442,0,0.0,0.0,1.0,0.0,0.0,0.0,12646065887601541794,0,96,12646065887601541794,0.0,412,383,1.0,0.0,0.0,0.0,1.0,7425985699627899538,0,89,15267657372422890137,413,383,8,0.0,0.0,0.0,0.0,0.0,7425985699627899538,0,89,15267657372422890137
Pass,206,the Hangu Pass,0.0,0.0,1,442,0,0.0,0.0,1.0,0.0,0.0,0.0,12646065887601541794,0,96,12646065887601541794,0.0,7037928807040764755,383,1.0,0.0,0.0,0.0,0.0,8769909360357984628,0,95,15794550382381185553,413,383,8,0.0,0.0,0.0,0.0,0.0,7425985699627899538,0,89,15267657372422890137
Your,206,Your Majesty 's sageliness,0.0,0.0,1,437,0,0.0,1.0,0.0,0.0,0.0,0.0,14255639882088905732,0,95,15794550382381185553,0.0,440,0,1.0,0.0,0.0,0.0,1.0,16037325823156266367,0,84,1292078113972184607,436,0,1,0.0,0.0,0.0,0.0,0.0,561228191312463089,0,83,4062917326063685704
Your Majesty,206,Your Majesty 's sageliness,0.0,0.0,2,8110129090154140942,0,1.0,0.0,0.0,0.0,0.0,0.0,16428057658620181782,0,93,74,0.0,440,0,1.0,0.0,0.0,0.0,1.0,16037325823156266367,0,84,1292078113972184607,436,0,1,0.0,0.0,0.0,0.0,0.0,561228191312463089,0,83,4062917326063685704
Majesty,206,Your Majesty 's sageliness,0.0,0.0,1,8110129090154140942,0,1.0,0.0,0.0,0.0,0.0,0.0,16428057658620181782,0,93,74,0.0,437,0,1.0,0.0,0.0,0.0,0.0,561228191312463089,0,83,4062917326063685704,436,0,1,0.0,0.0,0.0,0.0,0.0,561228191312463089,0,83,4062917326063685704
I,206,I,0.0,0.0,1,402,0,0.0,1.0,0.0,0.0,0.0,1.0,14692702688101715474,0,99,9188597074677201817,0.0,397,0,1.0,0.0,0.0,0.0,0.0,17157488710739566268,0,85,164681854541413346,426,0,0,1.0,0.0,0.0,0.0,0.0,561228191312463089,0,94,13656873538139661788
Wang,206,Wang Ji 's office,0.0,0.0,1,437,378,0.0,1.0,0.0,0.0,0.0,0.0,12731887323553496709,0,95,15794550382381185553,0.0,404,0,1.0,0.0,0.0,0.0,1.0,3642769012341782148,0,88,17571114184892886314,426,378,4,0.0,0.0,0.0,0.0,0.0,6257060881434200067,0,95,15794550382381185553
Wang Ji,206,Wang Ji 's office,0.0,0.0,2,8110129090154140942,378,1.0,0.0,0.0,0.0,0.0,0.0,16428057658620181782,0,93,74,0.0,404,0,1.0,0.0,0.0,0.0,1.0,3642769012341782148,0,88,17571114184892886314,426,378,4,0.0,0.0,0.0,0.0,0.0,6257060881434200067,0,95,15794550382381185553
Ji,206,Wang Ji 's office,0.0,0.0,1,8110129090154140942,378,1.0,0.0,0.0,0.0,0.0,0.0,16428057658620181782,0,93,74,0.0,7037928807040764755,378,1.0,0.0,0.0,0.0,0.0,6257060881434200067,0,95,15794550382381185553,426,378,4,0.0,0.0,0.0,0.0,0.0,6257060881434200067,0,95,15794550382381185553
Qin,206,Qin,0.0,0.0,1,442,0,0.0,0.0,1.0,0.0,0.0,0.0,17494803046312582752,0,96,12646065887601541794,0.0,405,0,1.0,0.0,0.0,0.0,0.0,10291776383235011035,0,99,14200088355797579614,413,378,4,1.0,0.0,0.0,0.0,0.0,11615090310102915393,0,95,15794550382381185553
Zhang,180,Zhang Tang,0.0,0.0,1,426,378,0.0,1.0,0.0,0.0,0.0,0.0,4768455683095615333,0,95,15794550382381185553,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,426,378,0,0.0,0.0,0.0,0.0,0.0,3937820037229916483,0,95,15794550382381185553
Zhang Tang,180,Zhang Tang,0.0,0.0,2,405,0,0.0,1.0,0.0,0.0,0.0,0.0,11278273783512279807,0,99,17109001835818727656,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,426,378,0,0.0,0.0,0.0,0.0,0.0,3937820037229916483,0,95,15794550382381185553
Tang,180,Zhang Tang,0.0,0.0,1,405,0,0.0,1.0,0.0,0.0,0.0,0.0,11278273783512279807,0,99,17109001835818727656,0.0,7037928807040764755,378,1.0,0.0,0.0,0.0,0.0,3937820037229916483,0,95,15794550382381185553,426,378,0,0.0,0.0,0.0,0.0,0.0,3937820037229916483,0,95,15794550382381185553
Lord,180,Lord Wuan,1.0,0.0,1,426,378,0.0,1.0,0.0,0.0,0.0,0.0,16543968527486860651,0,95,15794550382381185553,0.0,442,0,0.0,1.0,1.0,0.0,0.0,15884554869126768810,0,96,4969857429396651903,426,0,1,0.0,0.0,0.0,0.0,0.0,6316802600213942060,0,95,15794550382381185553
Lord Wuan,180,Lord Wuan,1.0,0.0,2,402,0,0.0,1.0,0.0,0.0,0.0,1.0,14692702688101715474,0,99,13927759927860985106,0.0,442,0,0.0,1.0,1.0,0.0,0.0,15884554869126768810,0,96,4969857429396651903,426,0,1,0.0,0.0,0.0,0.0,0.0,6316802600213942060,0,95,15794550382381185553
Wuan,180,Lord Wuan,0.0,0.0,1,402,0,0.0,1.0,0.0,0.0,0.0,1.0,14692702688101715474,0,99,13927759927860985106,1.0,7037928807040764755,0,1.0,0.0,0.0,0.0,0.0,6316802600213942060,0,95,15794550382381185553,426,0,1,0.0,0.0,0.0,0.0,0.0,6316802600213942060,0,95,15794550382381185553
Chu,180,Chu,0.0,0.0,1,440,0,0.0,1.0,0.0,0.0,0.0,1.0,3791531372978436496,0,84,1292078113972184607,0.0,440,0,1.0,0.0,0.0,0.0,1.0,886050111519832510,0,84,1292078113972184607,436,378,3,1.0,0.0,0.0,0.0,0.0,4498390051516760349,0,95,15794550382381185553
Yan,180,Yan,0.0,0.0,1,404,0,0.0,1.0,0.0,0.0,0.0,1.0,2283656566040971221,0,88,17571114184892886314,0.0,407,0,1.0,0.0,0.0,0.0,0.0,11718274058346603807,0,99,17109001835818727656,413,378,5,1.0,0.0,0.0,0.0,0.0,9657106461113395361,0,95,15794550382381185553
Zhao,180,Zhao,0.0,0.0,1,440,0,0.0,1.0,0.0,0.0,0.0,1.0,3002984154512732771,0,84,1292078113972184607,0.0,404,0,1.0,0.0,0.0,0.0,1.0,2283656566040971221,0,88,17571114184892886314,407,378,6,1.0,0.0,0.0,0.0,0.0,1432046011997238756,0,95,15794550382381185553
My,180,My achievements,0.0,0.0,1,426,0,0.0,1.0,0.0,0.0,0.0,0.0,4241910971549195519,0,91,783433942507015291,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,426,0,0,0.0,0.0,0.0,0.0,0.0,561228191312463089,0,83,4062917326063685704
Duke,214,Duke Mu,1.0,0.0,1,426,378,0.0,1.0,0.0,0.0,0.0,0.0,14665303702414098656,0,95,15794550382381185553,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,426,0,0,0.0,0.0,0.0,0.0,0.0,16883499373028730966,0,95,15794550382381185553
Duke Mu,214,Duke Mu,1.0,0.0,2,8206900633647566924,0,0.0,1.0,0.0,0.0,0.0,0.0,8685289367999165211,0,99,17109001835818727656,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,426,0,0,0.0,0.0,0.0,0.0,0.0,16883499373028730966,0,95,15794550382381185553
Mu,214,Duke Mu,0.0,0.0,1,8206900633647566924,0,0.0,1.0,0.0,0.0,0.0,0.0,8685289367999165211,0,99,17109001835818727656,1.0,7037928807040764755,0,1.0,0.0,0.0,0.0,0.0,16883499373028730966,0,95,15794550382381185553,426,0,0,0.0,0.0,0.0,0.0,0.0,16883499373028730966,0,95,15794550382381185553
I,214,I,0.0,0.0,1,405,0,0.0,1.0,0.0,0.0,0.0,0.0,14447596990959132976,0,99,17109001835818727656,0.0,442,0,0.0,1.0,1.0,0.0,0.0,15884554869126768810,0,96,4969857429396651903,426,0,1,1.0,0.0,0.0,0.0,0.0,561228191312463089,0,94,13656873538139661788
Jin,214,the Jin ruler,0.0,0.0,1,413,0,0.0,1.0,0.0,0.0,0.0,0.0,18205181805348499458,0,91,15308085513773655218,0.0,412,0,1.0,0.0,0.0,0.0,1.0,7425985699627899538,0,89,15267657372422890137,413,0,4,0.0,0.0,0.0,0.0,0.0,7425985699627899538,0,89,15267657372422890137
Son,214,the Son,0.0,0.0,1,440,381,0.0,1.0,0.0,0.0,0.0,1.0,886050111519832510,0,84,1292078113972184607,0.0,412,381,1.0,0.0,0.0,0.0,1.0,7425985699627899538,0,89,15267657372422890137,426,381,0,0.0,0.0,0.0,0.0,0.0,7425985699627899538,0,89,15267657372422890137
