ngram,doc_id,has_prefix,has_quote_s,length,next_dep,next_ent_type,next_has_quote_s,next_is_alpha,next_is_punct,next_is_quote,next_is_space,next_is_stop,next_lemma,next_lex_id,next_pos,next_tag,pre_has_prefix,prev_dep,prev_ent_type,prev_is_alpha,prev_is_punct,prev_is_quote,prev_is_space,prev_is_stop,prev_lemma,prev_lex_id,prev_pos,prev_tag,sentence_id,span_dep,span_ent_type,span_id,span_is_alpha,span_is_punct,span_is_quote,span_is_space,span_is_stop,span_lemma,span_lex_id,span_pos,span_tag
Panggao,46,0,0,1,399,0,0,True,False,False,False,False,3915335655158698810,0,99,17109001835818727656,0,0,0,0,0,0,0,0,0,0,0,0,2,8206900633647566924,381,0,1,0,0,0,0,11156434189007800347,0,91,15308085513773655218
Taiji,46,0,0,1,442,0,0,False,True,False,False,False,2593208677638477497,0,96,2593208677638477497,0,399,0,True,False,False,False,False,3915335655158698810,0,99,17109001835818727656,2,413,0,1,0,0,0,0,0,3915335655158698810,0,99,17109001835818727656
Taiji,46,0,0,1,399,0,0,True,False,False,False,False,3915335655158698810,0,99,17109001835818727656,0,442,0,False,True,False,False,False,2593208677638477497,0,96,2593208677638477497,2,407,0,2,0,0,0,0,0,2593208677638477497,0,96,2593208677638477497
Daluo,46,0,0,1,407,0,0,True,False,False,False,False,3915335655158698810,0,99,17109001835818727656,0,404,0,True,False,False,False,True,2283656566040971221,0,88,17571114184892886314,2,426,379,3,1,0,0,0,0,9825556670138391996,0,95,15794550382381185553
Feizi,46,0,0,1,442,0,0,False,True,False,False,False,12646065887601541794,0,96,12646065887601541794,0,407,0,True,False,False,False,False,3915335655158698810,0,99,17109001835818727656,2,413,382,4,1,0,0,0,0,2579732960460563548,0,95,15794550382381185553
Zaofu,46,0,0,1,442,0,0,False,True,False,False,False,2593208677638477497,0,96,2593208677638477497,0,398,0,True,False,False,False,True,16764210730586636600,0,84,1292078113972184607,3,436,378,1,1,0,0,0,0,13407930335008634578,0,95,15794550382381185553
Zhao,46,0,0,1,436,0,0,True,False,False,False,False,18292453351080475948,0,91,15308085513773655218,0,412,0,True,False,False,False,True,7425985699627899538,0,89,15267657372422890137,3,436,0,4,0,0,0,0,0,7425985699627899538,0,89,15267657372422890137
Zhao,46,0,0,1,442,0,0,False,True,False,False,False,12646065887601541794,0,96,12646065887601541794,0,440,0,True,False,False,False,True,886050111519832510,0,84,1292078113972184607,3,436,378,6,1,0,0,0,0,1432046011997238756,0,95,15794550382381185553
Wang,32,0,0,1,426,378,0,True,False,False,False,False,12731887323553496709,0,95,15794550382381185553,0,0,0,0,0,0,0,0,0,0,0,0,0,426,378,0,0,0,0,0,0,6257060881434200067,0,95,15794550382381185553
Wang Ji,32,0,0,2,8206900633647566924,0,0,True,False,False,False,False,11278273783512279807,0,99,17109001835818727656,0,0,0,0,0,0,0,0,0,0,0,0,0,426,378,0,0,0,0,0,0,6257060881434200067,0,95,15794550382381185553
Ji,32,0,0,1,8206900633647566924,0,0,True,False,False,False,False,11278273783512279807,0,99,17109001835818727656,0,7037928807040764755,378,True,False,False,False,False,6257060881434200067,0,95,15794550382381185553,0,426,378,0,0,0,0,0,0,6257060881434200067,0,95,15794550382381185553
It,32,0,0,1,405,0,0,True,False,False,False,True,10382539506755952630,0,99,13927759927860985106,0,442,0,False,True,True,False,False,15884554869126768810,0,96,4969857429396651903,0,426,0,1,1,0,0,0,0,561228191312463089,0,94,13656873538139661788
Rang,32,0,0,1,442,0,0,False,True,False,False,False,2593208677638477497,0,96,2593208677638477497,0,440,0,True,False,False,False,True,886050111519832510,0,84,1292078113972184607,0,436,382,3,1,0,0,0,0,2222581949098141722,0,95,15794550382381185553
Qin,32,0,0,1,442,0,0,False,True,False,False,False,2593208677638477497,0,96,2593208677638477497,0,440,0,True,False,False,False,True,886050111519832510,0,84,1292078113972184607,0,436,378,5,1,0,0,0,0,11615090310102915393,0,95,15794550382381185553
Duke,148,1,0,1,400,378,0,True,False,False,False,False,9295486552644530852,0,95,15794550382381185553,0,436,0,True,False,False,False,False,476976212483144045,0,91,15308085513773655218,0,400,378,2,0,0,0,0,0,16883499373028730966,0,95,15794550382381185553
Duke Xuan,148,1,0,2,8206900633647566924,0,0,True,False,False,False,False,11268780503345276587,0,99,17109001835818727656,0,436,0,True,False,False,False,False,476976212483144045,0,91,15308085513773655218,0,400,378,2,0,0,0,0,0,16883499373028730966,0,95,15794550382381185553
Xuan,148,0,0,1,8206900633647566924,0,0,True,False,False,False,False,11268780503345276587,0,99,17109001835818727656,1,7037928807040764755,378,True,False,False,False,False,16883499373028730966,0,95,15794550382381185553,0,400,378,2,0,0,0,0,0,16883499373028730966,0,95,15794550382381185553
Mi,148,0,0,1,413,381,0,True,False,False,False,False,18284682351475781865,0,95,15794550382381185553,0,412,0,True,False,False,False,True,7425985699627899538,0,89,15267657372422890137,0,413,0,3,0,0,0,0,0,7425985699627899538,0,89,15267657372422890137
Mi Altar,148,0,0,2,442,0,0,False,True,False,False,False,12646065887601541794,0,96,12646065887601541794,0,412,0,True,False,False,False,True,7425985699627899538,0,89,15267657372422890137,0,413,0,3,0,0,0,0,0,7425985699627899538,0,89,15267657372422890137
Altar,148,0,0,1,442,0,0,False,True,False,False,False,12646065887601541794,0,96,12646065887601541794,0,7037928807040764755,381,True,False,False,False,False,8676063341920465065,0,95,15794550382381185553,0,413,0,3,0,0,0,0,0,7425985699627899538,0,89,15267657372422890137
He,148,0,0,1,8206900633647566924,0,0,True,False,False,False,False,15486772212226780222,0,99,17109001835818727656,0,0,0,0,0,0,0,0,0,0,0,0,1,426,0,0,1,0,0,0,0,561228191312463089,0,94,13656873538139661788
Jin,148,0,0,1,440,0,0,True,False,False,False,True,11667289587015813222,0,84,1292078113972184607,0,440,0,True,False,False,False,True,886050111519832510,0,84,1292078113972184607,1,436,378,2,1,0,0,0,0,3146064798170139065,0,95,15794550382381185553
Heyang,148,0,0,1,404,0,0,True,False,False,False,True,2283656566040971221,0,88,17571114184892886314,0,440,0,True,False,False,False,True,11667289587015813222,0,84,1292078113972184607,1,436,382,3,1,0,0,0,0,17092703739067710590,0,95,15794550382381185553
Duke,148,1,0,1,426,378,0,True,False,False,False,False,9295486552644530852,0,95,15794550382381185553,0,436,0,True,False,False,False,False,14889849580704678361,0,91,15308085513773655218,2,426,378,1,0,0,0,0,0,16883499373028730966,0,95,15794550382381185553
Duke Xuan,148,1,0,2,8206900633647566924,0,0,True,False,False,False,False,3573116604670608395,0,99,17109001835818727656,0,436,0,True,False,False,False,False,14889849580704678361,0,91,15308085513773655218,2,426,378,1,0,0,0,0,0,16883499373028730966,0,95,15794550382381185553
Xuan,148,0,0,1,8206900633647566924,0,0,True,False,False,False,False,3573116604670608395,0,99,17109001835818727656,1,7037928807040764755,378,True,False,False,False,False,16883499373028730966,0,95,15794550382381185553,2,426,378,1,0,0,0,0,0,16883499373028730966,0,95,15794550382381185553
He,148,0,0,1,8206900633647566924,0,0,True,False,False,False,True,14692702688101715474,0,99,17109001835818727656,0,0,0,0,0,0,0,0,0,0,0,0,3,426,0,0,1,0,0,0,0,561228191312463089,0,94,13656873538139661788
Duke,148,1,0,1,437,378,0,True,False,False,False,False,9295486552644530852,0,95,15794550382381185553,0,397,0,True,False,False,False,False,10609121202681709909,0,85,164681854541413346,4,427,0,0,0,0,0,0,0,16883499373028730966,0,95,15794550382381185553
Duke Xuan,148,1,0,2,8110129090154140942,0,1,False,False,False,False,False,16428057658620181782,0,93,74,0,397,0,True,False,False,False,False,10609121202681709909,0,85,164681854541413346,4,427,0,0,0,0,0,0,0,16883499373028730966,0,95,15794550382381185553
Xuan,148,0,0,1,8110129090154140942,0,1,False,False,False,False,False,16428057658620181782,0,93,74,1,7037928807040764755,0,True,False,False,False,False,16883499373028730966,0,95,15794550382381185553,4,427,0,0,0,0,0,0,0,16883499373028730966,0,95,15794550382381185553
Duke,148,1,0,1,436,378,0,True,False,False,False,False,12022839471932900884,0,95,15794550382381185553,0,440,0,True,False,False,False,True,7437575085468336610,0,84,1292078113972184607,4,436,378,1,0,0,0,0,0,16883499373028730966,0,95,15794550382381185553
Duke Cheng,148,1,0,2,442,0,0,False,True,False,False,False,12646065887601541794,0,96,12646065887601541794,0,440,0,True,False,False,False,True,7437575085468336610,0,84,1292078113972184607,4,436,378,1,0,0,0,0,0,16883499373028730966,0,95,15794550382381185553
Cheng,148,0,0,1,442,0,0,False,True,False,False,False,12646065887601541794,0,96,12646065887601541794,1,7037928807040764755,378,True,False,False,False,False,16883499373028730966,0,95,15794550382381185553,4,436,378,1,0,0,0,0,0,16883499373028730966,0,95,15794550382381185553
King,15,1,0,1,426,378,0,True,False,False,False,False,1829651293286449629,0,95,15794550382381185553,0,397,0,True,False,False,False,False,15807309897752499399,0,85,17524233984504158541,0,426,0,0,0,0,0,0,0,7464393751932445219,0,95,15794550382381185553
King Wu,15,1,0,2,440,0,0,True,False,False,False,True,886050111519832510,0,84,1292078113972184607,0,397,0,True,False,False,False,False,15807309897752499399,0,85,17524233984504158541,0,426,0,0,0,0,0,0,0,7464393751932445219,0,95,15794550382381185553
Wu,15,0,0,1,440,0,0,True,False,False,False,True,886050111519832510,0,84,1292078113972184607,1,7037928807040764755,0,True,False,False,False,False,7464393751932445219,0,95,15794550382381185553,0,426,0,0,0,0,0,0,0,7464393751932445219,0,95,15794550382381185553
Qin,15,0,0,1,396,0,0,True,False,False,False,False,3573116604670608395,0,99,17109001835818727656,0,440,0,True,False,False,False,True,886050111519832510,0,84,1292078113972184607,0,436,378,1,1,0,0,0,0,11615090310102915393,0,95,15794550382381185553
King,15,1,0,1,436,378,0,True,False,False,False,False,9417581523617412420,0,95,15794550382381185553,0,398,0,True,False,False,False,True,16764210730586636600,0,84,1292078113972184607,0,436,378,2,0,0,0,0,0,7464393751932445219,0,95,15794550382381185553
King Zhaoxiang,15,1,0,2,442,0,0,False,True,False,False,False,2593208677638477497,0,96,2593208677638477497,0,398,0,True,False,False,False,True,16764210730586636600,0,84,1292078113972184607,0,436,378,2,0,0,0,0,0,7464393751932445219,0,95,15794550382381185553
Zhaoxiang,15,0,0,1,442,0,0,False,True,False,False,False,2593208677638477497,0,96,2593208677638477497,1,7037928807040764755,378,True,False,False,False,False,7464393751932445219,0,95,15794550382381185553,0,436,378,2,0,0,0,0,0,7464393751932445219,0,95,15794550382381185553
Shuli,15,0,0,1,427,378,0,True,False,False,False,False,7763783676986730962,0,95,15794550382381185553,0,442,0,False,True,False,False,False,2593208677638477497,0,96,2593208677638477497,0,427,378,3,0,0,0,0,0,1812804116571101063,0,95,15794550382381185553
Shuli Zi,15,0,0,2,403,0,0,True,False,False,False,True,10382539506755952630,0,99,17109001835818727656,0,442,0,False,True,False,False,False,2593208677638477497,0,96,2593208677638477497,0,427,378,3,0,0,0,0,0,1812804116571101063,0,95,15794550382381185553
Zi,15,0,0,1,403,0,0,True,False,False,False,True,10382539506755952630,0,99,17109001835818727656,0,7037928807040764755,378,True,False,False,False,False,1812804116571101063,0,95,15794550382381185553,0,427,378,3,0,0,0,0,0,1812804116571101063,0,95,15794550382381185553
King,15,1,0,1,436,0,0,True,False,False,False,False,9417581523617412420,0,95,15794550382381185553,0,440,0,True,False,False,False,True,886050111519832510,0,84,1292078113972184607,1,436,0,1,0,0,0,0,0,7464393751932445219,0,95,15794550382381185553
King Zhaoxiang,15,1,0,2,442,0,0,False,True,False,False,False,12638816674900267446,0,96,17111077179131903759,0,440,0,True,False,False,False,True,886050111519832510,0,84,1292078113972184607,1,436,0,1,0,0,0,0,0,7464393751932445219,0,95,15794550382381185553
Zhaoxiang,15,0,0,1,442,0,0,False,True,False,False,False,12638816674900267446,0,96,17111077179131903759,1,7037928807040764755,0,True,False,False,False,False,7464393751932445219,0,95,15794550382381185553,1,436,0,1,0,0,0,0,0,7464393751932445219,0,95,15794550382381185553
BC,15,0,0,1,442,0,0,False,True,False,False,False,3842344029291005339,0,96,2465883113906300949,0,12837356684637874264,394,False,False,False,False,False,13061504100980858018,0,92,8427216679587749980,1,400,0,2,0,0,0,0,0,12638816674900267446,0,96,17111077179131903759
Pu,15,0,0,1,442,0,0,False,True,False,False,False,12646065887601541794,0,96,12646065887601541794,0,440,0,True,False,False,False,True,886050111519832510,0,84,1292078113972184607,1,436,378,5,1,0,0,0,0,14551569143624756300,0,95,15794550382381185553
The,15,0,0,1,426,0,0,True,False,False,False,False,12815351048287356561,0,91,783433942507015291,0,0,0,0,0,0,0,0,0,0,0,0,2,426,0,0,0,0,0,0,0,7425985699627899538,0,89,15267657372422890137
Pu,15,0,0,1,442,0,0,False,True,False,False,False,2593208677638477497,0,96,2593208677638477497,0,440,0,True,False,False,False,True,886050111519832510,0,84,1292078113972184607,2,436,378,1,1,0,0,0,0,14551569143624756300,0,95,15794550382381185553
Hu,15,0,0,1,413,378,0,True,False,False,False,False,9657106461113395361,0,95,15794550382381185553,0,8206900633647566924,0,True,False,False,False,False,440192745867607215,0,99,17109001835818727656,2,413,378,3,0,0,0,0,0,4515088451898819699,0,95,15794550382381185553
Hu Yan,15,0,0,2,402,0,0,True,False,False,False,True,3791531372978436496,0,93,5595707737748328492,0,8206900633647566924,0,True,False,False,False,False,440192745867607215,0,99,17109001835818727656,2,413,378,3,0,0,0,0,0,4515088451898819699,0,95,15794550382381185553
Yan,15,0,0,1,402,0,0,True,False,False,False,True,3791531372978436496,0,93,5595707737748328492,0,7037928807040764755,378,True,False,False,False,False,4515088451898819699,0,95,15794550382381185553,2,413,378,3,0,0,0,0,0,4515088451898819699,0,95,15794550382381185553
Shuli,15,0,0,1,436,378,0,True,False,False,False,False,7763783676986730962,0,95,15794550382381185553,0,440,0,True,False,False,False,True,3791531372978436496,0,84,1292078113972184607,2,436,378,4,0,0,0,0,0,1812804116571101063,0,95,15794550382381185553
Shuli Zi,15,0,0,2,440,0,0,True,False,False,False,True,5640369432778651323,0,84,1292078113972184607,0,440,0,True,False,False,False,True,3791531372978436496,0,84,1292078113972184607,2,436,378,4,0,0,0,0,0,1812804116571101063,0,95,15794550382381185553
Zi,15,0,0,1,440,0,0,True,False,False,False,True,5640369432778651323,0,84,1292078113972184607,0,7037928807040764755,378,True,False,False,False,False,1812804116571101063,0,95,15794550382381185553,2,436,378,4,0,0,0,0,0,1812804116571101063,0,95,15794550382381185553
Pu,15,0,0,1,8110129090154140942,0,1,False,False,False,False,False,16428057658620181782,0,93,74,0,440,0,True,False,False,False,True,5640369432778651323,0,84,1292078113972184607,2,436,378,5,0,0,0,0,0,14551569143624756300,0,95,15794550382381185553
Hu,15,0,0,1,426,378,0,True,False,False,False,False,9657106461113395361,0,95,15794550382381185553,0,0,0,0,0,0,0,0,0,0,0,0,3,426,378,0,0,0,0,0,0,4515088451898819699,0,95,15794550382381185553
Hu Yan,15,0,0,2,8206900633647566924,0,0,True,False,False,False,False,8685289367999165211,0,99,17109001835818727656,0,0,0,0,0,0,0,0,0,0,0,0,3,426,378,0,0,0,0,0,0,4515088451898819699,0,95,15794550382381185553
Yan,15,0,0,1,8206900633647566924,0,0,True,False,False,False,False,8685289367999165211,0,99,17109001835818727656,0,7037928807040764755,378,True,False,False,False,False,4515088451898819699,0,95,15794550382381185553,3,426,378,0,0,0,0,0,0,4515088451898819699,0,95,15794550382381185553
Shuli,15,0,0,1,436,378,0,True,False,False,False,False,7763783676986730962,0,95,15794550382381185553,0,440,0,True,False,False,False,True,3791531372978436496,0,84,1292078113972184607,3,436,378,1,0,0,0,0,0,1812804116571101063,0,95,15794550382381185553
Shuli Zi,15,0,0,2,442,0,0,False,True,False,False,False,2593208677638477497,0,96,2593208677638477497,0,440,0,True,False,False,False,True,3791531372978436496,0,84,1292078113972184607,3,436,378,1,0,0,0,0,0,1812804116571101063,0,95,15794550382381185553
Zi,15,0,0,1,442,0,0,False,True,False,False,False,2593208677638477497,0,96,2593208677638477497,0,7037928807040764755,378,True,False,False,False,False,1812804116571101063,0,95,15794550382381185553,3,436,378,1,0,0,0,0,0,1812804116571101063,0,95,15794550382381185553
Pu,15,0,0,1,440,0,0,True,False,False,False,True,16037325823156266367,0,84,1292078113972184607,0,405,0,True,False,False,False,False,9652614884489271923,0,99,1534113631682161808,3,413,378,3,1,0,0,0,0,14551569143624756300,0,95,15794550382381185553
Qin,15,0,0,1,442,0,0,False,True,False,False,False,2593208677638477497,0,96,2593208677638477497,0,440,0,True,False,False,False,True,886050111519832510,0,84,1292078113972184607,3,436,378,5,1,0,0,0,0,11615090310102915393,0,95,15794550382381185553
Wei,15,0,0,1,442,0,0,False,True,False,False,False,8205403955989537350,0,96,12646065887601541794,0,440,0,True,False,False,False,True,886050111519832510,0,84,1292078113972184607,3,436,378,7,1,0,0,0,0,5806713766918506457,0,95,15794550382381185553
Wei,15,0,0,1,442,0,0,False,True,False,False,False,2593208677638477497,0,96,2593208677638477497,0,440,0,True,False,False,False,True,886050111519832510,0,84,1292078113972184607,4,436,382,2,1,0,0,0,0,5806713766918506457,0,95,15794550382381185553
Qin,15,0,0,1,442,0,0,False,True,False,False,False,2593208677638477497,0,96,2593208677638477497,0,440,0,True,False,False,False,True,886050111519832510,0,84,1292078113972184607,5,436,378,2,1,0,0,0,0,11615090310102915393,0,95,15794550382381185553
The,15,0,0,1,426,0,0,True,False,False,False,False,8276932932706964455,0,91,15308085513773655218,0,442,0,False,True,True,False,False,15884554869126768810,0,96,4969857429396651903,6,426,0,0,0,0,0,0,0,7425985699627899538,0,89,15267657372422890137
Wey,15,0,0,1,402,0,0,True,False,False,False,True,6635067063807956629,0,99,16235386156175103506,0,440,0,True,False,False,False,True,886050111519832510,0,84,1292078113972184607,6,436,378,2,1,0,0,0,0,12065355781482517252,0,95,15794550382381185553
Pu,15,0,0,1,442,0,0,False,True,False,False,False,12646065887601541794,0,96,12646065887601541794,0,435,0,True,False,False,False,True,886050111519832510,0,84,1292078113972184607,6,436,378,3,1,0,0,0,0,14551569143624756300,0,95,15794550382381185553
Pu,15,0,0,1,442,0,0,False,True,False,False,False,2593208677638477497,0,96,2593208677638477497,0,396,0,True,False,False,False,False,9652614884489271923,0,99,9188597074677201817,7,413,378,1,1,0,0,0,0,14551569143624756300,0,95,15794550382381185553
Wei,15,0,0,1,442,0,0,False,True,False,False,False,2593208677638477497,0,96,2593208677638477497,0,440,0,True,False,False,False,True,3791531372978436496,0,84,1292078113972184607,7,436,378,4,1,0,0,0,0,5806713766918506457,0,95,15794550382381185553
Wey,15,0,0,1,407,0,0,True,False,False,False,True,10382539506755952630,0,99,13927759927860985106,0,397,0,True,False,False,False,True,2630753287402592467,0,85,164681854541413346,7,426,378,6,1,0,0,0,0,12065355781482517252,0,95,15794550382381185553
Wei,15,0,0,1,8206900633647566924,0,0,True,False,False,False,False,13950701771273664180,0,99,17109001835818727656,0,436,0,True,False,False,False,False,14080206577736366893,0,83,10554686591937588953,8,426,378,0,1,0,0,0,0,5806713766918506457,0,95,15794550382381185553
Yellow,15,0,0,1,436,383,0,True,False,False,False,False,9103378528718840401,0,95,15794550382381185553,0,412,383,True,False,False,False,True,7425985699627899538,0,89,15267657372422890137,8,436,383,4,0,0,0,0,0,7425985699627899538,0,89,15267657372422890137
Yellow River,15,0,0,2,440,0,0,True,False,False,False,True,3791531372978436496,0,84,1292078113972184607,0,412,383,True,False,False,False,True,7425985699627899538,0,89,15267657372422890137,8,436,383,4,0,0,0,0,0,7425985699627899538,0,89,15267657372422890137
River,15,0,0,1,440,0,0,True,False,False,False,True,3791531372978436496,0,84,1292078113972184607,0,7037928807040764755,383,True,False,False,False,False,15431065374311889734,0,95,15794550382381185553,8,436,383,4,0,0,0,0,0,7425985699627899538,0,89,15267657372422890137
Wey,15,0,0,1,396,0,0,True,False,False,False,False,13223552691897539843,0,99,13927759927860985106,0,420,0,True,False,False,False,True,12446819118446800910,0,84,1292078113972184607,9,426,378,0,1,0,0,0,0,12065355781482517252,0,95,15794550382381185553
Wei,15,0,0,1,442,0,0,False,True,False,False,False,2593208677638477497,0,96,2593208677638477497,0,440,0,True,False,False,False,True,12510949447758279278,0,84,1292078113972184607,9,436,378,2,1,0,0,0,0,5806713766918506457,0,95,15794550382381185553
Wei,15,0,0,1,402,0,0,True,False,False,False,True,18307573501153647118,0,99,16235386156175103506,0,397,0,True,False,False,False,True,2630753287402592467,0,85,164681854541413346,9,426,378,3,1,0,0,0,0,5806713766918506457,0,95,15794550382381185553
Wei,15,0,0,1,405,0,0,True,False,False,False,True,12558846041070486771,0,99,13927759927860985106,0,425,388,True,False,False,False,False,1608482186128794349,0,91,15308085513773655218,10,426,378,0,1,0,0,0,0,5806713766918506457,0,95,15794550382381185553
Yellow,15,0,0,1,436,383,0,True,False,False,False,False,9103378528718840401,0,95,15794550382381185553,0,412,383,True,False,False,False,True,7425985699627899538,0,89,15267657372422890137,10,436,383,2,0,0,0,0,0,7425985699627899538,0,89,15267657372422890137
Yellow River,15,0,0,2,403,0,0,True,False,False,False,True,10382539506755952630,0,99,9188597074677201817,0,412,383,True,False,False,False,True,7425985699627899538,0,89,15267657372422890137,10,436,383,2,0,0,0,0,0,7425985699627899538,0,89,15267657372422890137
River,15,0,0,1,403,0,0,True,False,False,False,True,10382539506755952630,0,99,9188597074677201817,0,7037928807040764755,383,True,False,False,False,False,15431065374311889734,0,95,15794550382381185553,10,436,383,2,0,0,0,0,0,7425985699627899538,0,89,15267657372422890137
Qin,15,0,0,1,402,0,0,True,False,False,False,True,18307573501153647118,0,99,16235386156175103506,0,440,0,True,False,False,False,True,886050111519832510,0,84,1292078113972184607,11,436,378,1,1,0,0,0,0,11615090310102915393,0,95,15794550382381185553
Qin,15,0,0,1,8110129090154140942,0,1,False,False,False,False,False,16428057658620181782,0,93,74,0,396,0,True,False,False,False,False,5915424330645475868,0,99,9188597074677201817,11,413,378,4,0,0,0,0,0,11615090310102915393,0,95,15794550382381185553
Wei,15,0,0,1,442,0,0,False,True,False,False,False,2593208677638477497,0,96,2593208677638477497,0,447,0,True,False,False,False,False,12488923932015381607,0,99,14200088355797579614,11,413,378,5,1,0,0,0,0,5806713766918506457,0,95,15794550382381185553
Duke,268,1,0,1,426,0,0,True,False,False,False,False,14665303702414098656,0,95,15794550382381185553,0,0,0,0,0,0,0,0,0,0,0,0,0,426,0,0,0,0,0,0,0,16883499373028730966,0,95,15794550382381185553
Duke Mu,268,1,0,2,442,0,0,False,True,False,False,False,2593208677638477497,0,96,2593208677638477497,0,0,0,0,0,0,0,0,0,0,0,0,0,426,0,0,0,0,0,0,0,16883499373028730966,0,95,15794550382381185553
Mu,268,0,0,1,442,0,0,False,True,False,False,False,2593208677638477497,0,96,2593208677638477497,1,7037928807040764755,0,True,False,False,False,False,16883499373028730966,0,95,15794550382381185553,0,426,0,0,0,0,0,0,0,16883499373028730966,0,95,15794550382381185553
China,268,0,0,1,405,0,0,True,False,False,False,False,12763792191920418315,0,99,13927759927860985106,0,442,0,False,True,True,False,False,15884554869126768810,0,96,4969857429396651903,0,426,382,2,1,0,0,0,0,10603582739829208913,0,95,15794550382381185553
Odes,268,0,0,1,404,0,0,True,False,False,False,True,2283656566040971221,0,88,17571114184892886314,0,412,0,True,False,False,False,True,7425985699627899538,0,89,15267657372422890137,0,413,0,3,0,0,0,0,0,7425985699627899538,0,89,15267657372422890137
Documents,268,0,0,1,442,0,0,False,True,False,False,False,2593208677638477497,0,96,2593208677638477497,0,404,0,True,False,False,False,True,2283656566040971221,0,88,17571114184892886314,0,407,0,4,1,0,0,0,0,481060125772070359,0,95,11233576250605462493
Rong,268,0,0,1,404,0,0,True,False,False,False,True,2283656566040971221,0,88,17571114184892886314,0,412,0,True,False,False,False,True,7425985699627899538,0,89,15267657372422890137,1,426,0,0,0,0,0,0,0,7425985699627899538,0,89,15267657372422890137
It,268,0,0,1,402,0,0,True,False,False,False,True,7290638946010101875,0,99,16235386156175103506,0,0,0,0,0,0,0,0,0,0,0,0,2,426,0,0,1,0,0,0,0,561228191312463089,0,94,13656873538139661788
Qin,87,0,0,1,404,0,0,True,False,False,False,True,2283656566040971221,0,88,17571114184892886314,0,397,0,True,False,False,False,True,15807309897752499399,0,85,17524233984504158541,0,426,378,0,1,0,0,0,0,11615090310102915393,0,95,15794550382381185553
Chu,87,0,0,1,402,0,0,True,False,False,False,True,10382539506755952630,0,99,9188597074677201817,0,404,0,True,False,False,False,True,2283656566040971221,0,88,17571114184892886314,0,407,378,1,1,0,0,0,0,4498390051516760349,0,95,15794550382381185553
Chu,87,0,0,1,442,0,0,False,True,False,False,False,2593208677638477497,0,96,2593208677638477497,0,7972625988311165362,0,True,False,False,False,False,17417270025615163353,0,99,13927759927860985106,0,413,378,6,1,0,0,0,0,4498390051516760349,0,95,15794550382381185553
Gongsun,87,0,0,1,436,378,0,True,False,False,False,False,10480906772504197575,0,95,15794550382381185553,0,440,0,True,False,False,False,True,7437575085468336610,0,84,1292078113972184607,0,436,378,9,0,0,0,0,0,12007214577627208707,0,95,15794550382381185553
Gongsun Shi,87,0,0,2,404,0,0,True,False,False,False,True,2283656566040971221,0,88,17571114184892886314,0,440,0,True,False,False,False,True,7437575085468336610,0,84,1292078113972184607,0,436,378,9,0,0,0,0,0,12007214577627208707,0,95,15794550382381185553
Shi,87,0,0,1,404,0,0,True,False,False,False,True,2283656566040971221,0,88,17571114184892886314,0,7037928807040764755,378,True,False,False,False,False,12007214577627208707,0,95,15794550382381185553,0,436,378,9,0,0,0,0,0,12007214577627208707,0,95,15794550382381185553
Gan,87,0,0,1,407,378,0,True,False,False,False,False,12553505549526367179,0,95,15794550382381185553,0,404,0,True,False,False,False,True,2283656566040971221,0,88,17571114184892886314,0,407,378,10,0,0,0,0,0,14220849248644809038,0,95,15794550382381185553
Gan Mou,87,0,0,2,442,0,0,False,True,False,False,False,12646065887601541794,0,96,12646065887601541794,0,404,0,True,False,False,False,True,2283656566040971221,0,88,17571114184892886314,0,407,378,10,0,0,0,0,0,14220849248644809038,0,95,15794550382381185553
Mou,87,0,0,1,442,0,0,False,True,False,False,False,12646065887601541794,0,96,12646065887601541794,0,7037928807040764755,378,True,False,False,False,False,14220849248644809038,0,95,15794550382381185553,0,407,378,10,0,0,0,0,0,14220849248644809038,0,95,15794550382381185553
People,87,0,0,1,400,0,0,True,False,False,False,True,13409319323822384369,0,89,15267657372422890137,0,442,0,False,True,True,False,False,15884554869126768810,0,96,4969857429396651903,2,426,0,0,1,0,0,0,0,7593739049417968140,0,91,783433942507015291
Chu,87,0,0,1,405,0,0,True,False,False,False,True,10382539506755952630,0,99,13927759927860985106,0,420,0,True,False,False,False,True,4380130941430378203,0,84,1292078113972184607,2,426,378,1,1,0,0,0,0,4498390051516760349,0,95,15794550382381185553
It,87,0,0,1,402,0,0,True,False,False,False,True,6992604926141104606,0,99,16235386156175103506,0,0,0,0,0,0,0,0,0,0,0,0,5,426,0,0,1,0,0,0,0,561228191312463089,0,94,13656873538139661788
Qin,87,0,0,1,420,0,0,True,False,False,False,True,9781598966686434415,0,84,1292078113972184607,0,440,0,True,False,False,False,True,886050111519832510,0,84,1292078113972184607,5,436,378,2,1,0,0,0,0,11615090310102915393,0,95,15794550382381185553
Chu,87,0,0,1,8110129090154140942,0,1,False,False,False,False,False,16428057658620181782,0,93,74,0,440,0,True,False,False,False,True,16640565335581469180,0,84,1292078113972184607,6,436,381,1,0,0,0,0,0,4498390051516760349,0,95,15794550382381185553
Hann,87,0,0,1,442,0,0,False,True,False,False,False,2593208677638477497,0,96,2593208677638477497,0,435,0,True,False,False,False,False,10695783626748397236,0,99,1534113631682161808,6,413,378,2,1,0,0,0,0,8656109952700708780,0,95,15794550382381185553
