ngram,doc_id,has_prefix,has_quote_s,length,next_dep,next_ent_type,next_has_quote_s,next_is_alpha,next_is_punct,next_is_quote,next_is_space,next_is_stop,next_lemma,next_lex_id,next_pos,next_tag,pre_has_prefix,prev_dep,prev_ent_type,prev_is_alpha,prev_is_punct,prev_is_quote,prev_is_space,prev_is_stop,prev_lemma,prev_lex_id,prev_pos,prev_tag,sentence_id,span_dep,span_ent_type,span_id,span_is_alpha,span_is_punct,span_is_quote,span_is_space,span_is_stop,span_lemma,span_lex_id,span_pos,span_tag
It,43,0,0,1,8206900633647566924,0,0,True,False,False,False,True,10382539506755952630,0,99,17109001835818727656,0,0,0,0,0,0,0,0,0,0,0,0,1,426,0,0,1,0,0,0,0,561228191312463089,0,94,13656873538139661788
Feilian,43,0,0,1,404,0,0,True,False,False,False,True,2283656566040971221,0,88,17571114184892886314,0,440,0,True,False,False,False,True,7831658034963690409,0,84,1292078113972184607,1,436,379,2,1,0,0,0,0,8182809262801846055,0,95,15794550382381185553
Jisheng,43,0,0,1,397,0,0,True,False,False,False,True,6421409113692203669,0,93,6860118812490040284,0,407,0,True,False,False,False,False,2555790282192608669,0,91,15308085513773655218,1,400,378,4,1,0,0,0,0,175282081990572302,0,95,15794550382381185553
Zaofu,43,0,0,1,442,0,0,False,True,False,False,False,12646065887601541794,0,96,12646065887601541794,0,440,0,True,False,False,False,True,3791531372978436496,0,84,1292078113972184607,1,436,383,5,1,0,0,0,0,13407930335008634578,0,95,15794550382381185553
Zaofu,43,0,0,1,405,0,0,True,False,False,False,False,13874798850131827181,0,99,17109001835818727656,0,0,0,0,0,0,0,0,0,0,0,0,2,426,0,0,1,0,0,0,0,13407930335008634578,0,95,15794550382381185553
Zhao,43,0,0,1,442,0,0,False,True,False,False,False,631425121691394544,0,96,11532473245541075862,0,440,0,True,False,False,False,True,3002984154512732771,0,84,1292078113972184607,2,436,378,2,1,0,0,0,0,1432046011997238756,0,95,15794550382381185553
Zhao,43,0,0,1,426,378,0,True,False,False,False,False,5622013662290187164,0,95,15794550382381185553,0,442,0,False,True,False,False,False,631425121691394544,0,96,11532473245541075862,2,426,378,3,0,0,0,0,0,1432046011997238756,0,95,15794550382381185553
Zhao Cui,43,0,0,2,8206900633647566924,0,0,True,False,False,False,True,10382539506755952630,0,99,17109001835818727656,0,442,0,False,True,False,False,False,631425121691394544,0,96,11532473245541075862,2,426,378,3,0,0,0,0,0,1432046011997238756,0,95,15794550382381185553
Cui,43,0,0,1,8206900633647566924,0,0,True,False,False,False,True,10382539506755952630,0,99,17109001835818727656,0,7037928807040764755,378,True,False,False,False,False,1432046011997238756,0,95,15794550382381185553,2,426,378,3,0,0,0,0,0,1432046011997238756,0,95,15794550382381185553
King,125,1,0,1,426,378,0,True,False,False,False,False,5179928102577838771,0,95,15794550382381185553,0,436,0,True,False,False,False,False,14080206577736366893,0,83,10554686591937588953,0,426,0,0,0,0,0,0,0,7464393751932445219,0,95,15794550382381185553
King Min,125,1,0,2,440,0,0,True,False,False,False,True,886050111519832510,0,84,1292078113972184607,0,436,0,True,False,False,False,False,14080206577736366893,0,83,10554686591937588953,0,426,0,0,0,0,0,0,0,7464393751932445219,0,95,15794550382381185553
Min,125,0,0,1,440,0,0,True,False,False,False,True,886050111519832510,0,84,1292078113972184607,1,7037928807040764755,0,True,False,False,False,False,7464393751932445219,0,95,15794550382381185553,0,426,0,0,0,0,0,0,0,7464393751932445219,0,95,15794550382381185553
Qi,125,0,0,1,8206900633647566924,0,0,True,False,False,False,False,14056082329412158601,0,99,17109001835818727656,0,440,0,True,False,False,False,True,886050111519832510,0,84,1292078113972184607,0,436,378,1,1,0,0,0,0,9098184522612989934,0,95,15794550382381185553
Chu,125,0,0,1,442,0,0,False,True,False,False,False,2593208677638477497,0,96,2593208677638477497,0,396,0,True,False,False,False,False,9652614884489271923,0,99,14200088355797579614,0,413,378,2,1,0,0,0,0,4498390051516760349,0,95,15794550382381185553
Qi,125,0,0,1,8110129090154140942,0,1,False,False,False,False,False,16428057658620181782,0,93,74,0,407,0,True,False,False,False,False,1683409513817435868,0,99,1534113631682161808,0,413,382,5,0,0,0,0,0,9098184522612989934,0,95,15794550382381185553
Qi,125,0,0,1,440,0,0,True,False,False,False,True,3002984154512732771,0,84,1292078113972184607,0,404,0,True,False,False,False,False,14560795576765492085,0,88,17571114184892886314,1,426,378,0,1,0,0,0,0,9098184522612989934,0,95,15794550382381185553
Qi,125,0,0,1,8110129090154140942,0,1,False,False,False,False,False,16428057658620181782,0,93,74,0,420,0,True,False,False,False,True,4380130941430378203,0,84,1292078113972184607,2,426,382,1,0,0,0,0,0,9098184522612989934,0,95,15794550382381185553
Qi,125,0,0,1,442,0,0,False,True,False,False,False,2593208677638477497,0,96,2593208677638477497,0,407,0,True,False,False,False,False,9652614884489271923,0,99,17109001835818727656,2,413,382,7,1,0,0,0,0,9098184522612989934,0,95,15794550382381185553
Its,125,0,0,1,426,0,0,True,False,False,False,False,9228201189916158328,0,91,783433942507015291,0,0,0,0,0,0,0,0,0,0,0,0,3,426,0,0,0,0,0,0,0,561228191312463089,0,83,4062917326063685704
Who,125,0,0,1,405,0,0,True,False,False,False,True,9614445426764226664,0,99,17109001835818727656,0,442,0,False,True,True,False,False,11221368173670222813,0,96,4969857429396651903,3,426,0,4,1,0,0,0,0,3876862883474502309,0,91,4808651922106831370
The,125,0,0,1,426,0,0,True,False,False,False,False,7464393751932445219,0,91,15308085513773655218,0,0,0,0,0,0,0,0,0,0,0,0,4,426,0,0,0,0,0,0,0,7425985699627899538,0,89,15267657372422890137
Tian,125,0,0,1,426,378,0,True,False,False,False,False,4001829076959297198,0,95,15794550382381185553,0,442,0,False,True,True,False,False,11221368173670222813,0,96,4969857429396651903,4,426,378,1,0,0,0,0,0,2910019634132844053,0,95,15794550382381185553
Tian Wen,125,0,0,2,405,0,0,True,False,False,False,True,9614445426764226664,0,99,17109001835818727656,0,442,0,False,True,True,False,False,11221368173670222813,0,96,4969857429396651903,4,426,378,1,0,0,0,0,0,2910019634132844053,0,95,15794550382381185553
Wen,125,0,0,1,405,0,0,True,False,False,False,True,9614445426764226664,0,99,17109001835818727656,0,7037928807040764755,378,True,False,False,False,False,2910019634132844053,0,95,15794550382381185553,4,426,378,1,0,0,0,0,0,2910019634132844053,0,95,15794550382381185553
Tian,125,0,0,1,413,378,0,True,False,False,False,False,4001829076959297198,0,95,15794550382381185553,0,407,0,True,False,False,False,False,9588452728179957059,0,99,17109001835818727656,5,413,378,1,0,0,0,0,0,2910019634132844053,0,95,15794550382381185553
Tian Wen,125,0,0,2,440,0,0,True,False,False,False,True,7831658034963690409,0,84,1292078113972184607,0,407,0,True,False,False,False,False,9588452728179957059,0,99,17109001835818727656,5,413,378,1,0,0,0,0,0,2910019634132844053,0,95,15794550382381185553
Wen,125,0,0,1,440,0,0,True,False,False,False,True,7831658034963690409,0,84,1292078113972184607,0,7037928807040764755,378,True,False,False,False,False,2910019634132844053,0,95,15794550382381185553,5,413,378,1,0,0,0,0,0,2910019634132844053,0,95,15794550382381185553
Qi,125,0,0,1,8110129090154140942,0,1,False,False,False,False,False,16428057658620181782,0,93,74,0,397,0,True,False,False,False,False,15828358366003722530,0,85,164681854541413346,6,426,378,0,0,0,0,0,0,9098184522612989934,0,95,15794550382381185553
Chu,125,0,0,1,426,0,0,True,False,False,False,True,561228191312463089,0,94,13656873538139661788,0,435,0,True,False,False,False,False,9652614884489271923,0,99,1534113631682161808,6,413,378,1,1,0,0,0,0,4498390051516760349,0,95,15794550382381185553
Hann,125,0,0,1,404,0,0,True,False,False,False,True,2283656566040971221,0,88,17571114184892886314,0,440,0,True,False,False,False,True,886050111519832510,0,84,1292078113972184607,6,436,381,4,1,0,0,0,0,8656109952700708780,0,95,15794550382381185553
Wei,125,0,0,1,442,0,0,False,True,False,False,False,12646065887601541794,0,96,12646065887601541794,0,404,0,True,False,False,False,True,2283656566040971221,0,88,17571114184892886314,6,407,378,5,1,0,0,0,0,5806713766918506457,0,95,15794550382381185553
You,283,0,0,1,426,378,0,True,False,False,False,False,9050919541027866980,0,95,15794550382381185553,0,0,0,0,0,0,0,0,0,0,0,0,0,426,0,0,0,0,0,0,0,561228191312463089,0,94,13656873538139661788
You Yu,283,0,0,2,397,0,0,True,False,False,False,False,10247119859740349856,0,85,164681854541413346,0,0,0,0,0,0,0,0,0,0,0,0,0,426,0,0,0,0,0,0,0,561228191312463089,0,94,13656873538139661788
Yu,283,0,0,1,397,0,0,True,False,False,False,False,10247119859740349856,0,85,164681854541413346,0,7037928807040764755,0,True,False,False,False,False,561228191312463089,0,94,13656873538139661788,0,426,0,0,0,0,0,0,0,561228191312463089,0,94,13656873538139661788
Rong,283,0,0,1,413,0,0,True,False,False,False,False,18205181805348499458,0,91,15308085513773655218,0,412,0,True,False,False,False,True,7425985699627899538,0,89,15267657372422890137,0,413,0,1,0,0,0,0,0,7425985699627899538,0,89,15267657372422890137
I,64,0,0,1,397,0,0,True,False,False,False,True,12493256107732116026,0,85,164681854541413346,0,0,0,0,0,0,0,0,0,0,0,0,1,426,0,0,1,0,0,0,0,561228191312463089,0,94,13656873538139661788
Qin,64,0,0,1,404,0,0,True,False,False,False,True,2283656566040971221,0,88,17571114184892886314,0,440,0,True,False,False,False,True,886050111519832510,0,84,1292078113972184607,1,436,378,6,1,0,0,0,0,11615090310102915393,0,95,15794550382381185553
Ying,64,0,0,1,436,0,0,True,False,False,False,False,18292453351080475948,0,91,15308085513773655218,0,412,0,True,False,False,False,True,7425985699627899538,0,89,15267657372422890137,1,436,0,9,0,0,0,0,0,7425985699627899538,0,89,15267657372422890137
He,64,0,0,1,8206900633647566924,0,0,True,False,False,False,False,11640825575873464194,0,99,17109001835818727656,0,0,0,0,0,0,0,0,0,0,0,0,2,426,0,0,1,0,0,0,0,561228191312463089,0,94,13656873538139661788
Feizi,64,0,0,1,412,381,0,True,False,False,False,True,7425985699627899538,0,89,15267657372422890137,0,8206900633647566924,0,True,False,False,False,False,11640825575873464194,0,99,17109001835818727656,2,3965108062993911700,381,1,1,0,0,0,0,2579732960460563548,0,95,15794550382381185553
Qin,64,0,0,1,400,378,0,True,False,False,False,False,10233004350690758097,0,95,15794550382381185553,0,413,0,True,False,False,False,False,4059498964464840598,0,91,15308085513773655218,2,400,378,3,0,0,0,0,0,11615090310102915393,0,95,15794550382381185553
Qin Ying,64,0,0,2,404,0,0,True,False,False,False,True,2283656566040971221,0,88,17571114184892886314,0,413,0,True,False,False,False,False,4059498964464840598,0,91,15308085513773655218,2,400,378,3,0,0,0,0,0,11615090310102915393,0,95,15794550382381185553
Ying,64,0,0,1,404,0,0,True,False,False,False,True,2283656566040971221,0,88,17571114184892886314,0,7037928807040764755,378,True,False,False,False,False,11615090310102915393,0,95,15794550382381185553,2,400,378,3,0,0,0,0,0,11615090310102915393,0,95,15794550382381185553
Daluo,64,0,0,1,8110129090154140942,0,1,False,False,False,False,False,16428057658620181782,0,93,74,0,435,0,True,False,False,False,False,16902590007750564874,0,99,1534113631682161808,2,413,381,4,0,0,0,0,0,9825556670138391996,0,95,15794550382381185553
Marquis,64,0,0,1,436,378,0,True,False,False,False,False,17910816218655442495,0,95,15794550382381185553,0,440,0,True,False,False,False,True,886050111519832510,0,84,1292078113972184607,2,436,378,6,0,0,0,0,0,8842154077372664798,0,95,15794550382381185553
Marquis Shen,64,0,0,2,440,0,0,True,False,False,False,True,7831658034963690409,0,84,1292078113972184607,0,440,0,True,False,False,False,True,886050111519832510,0,84,1292078113972184607,2,436,378,6,0,0,0,0,0,8842154077372664798,0,95,15794550382381185553
Shen,64,0,0,1,440,0,0,True,False,False,False,True,7831658034963690409,0,84,1292078113972184607,0,7037928807040764755,378,True,False,False,False,False,8842154077372664798,0,95,15794550382381185553,2,436,378,6,0,0,0,0,0,8842154077372664798,0,95,15794550382381185553
Western,64,0,0,1,436,383,0,True,False,False,False,False,5590772013854387968,0,95,15794550382381185553,0,412,383,True,False,False,False,True,7425985699627899538,0,89,15267657372422890137,2,436,383,11,0,0,0,0,0,7425985699627899538,0,89,15267657372422890137
Western Rong,64,0,0,2,442,0,0,False,True,False,False,False,12646065887601541794,0,96,12646065887601541794,0,412,383,True,False,False,False,True,7425985699627899538,0,89,15267657372422890137,2,436,383,11,0,0,0,0,0,7425985699627899538,0,89,15267657372422890137
Rong,64,0,0,1,442,0,0,False,True,False,False,False,12646065887601541794,0,96,12646065887601541794,0,7037928807040764755,383,True,False,False,False,False,10555827227230857786,0,95,15794550382381185553,2,436,383,11,0,0,0,0,0,7425985699627899538,0,89,15267657372422890137
The,59,0,0,1,427,0,0,True,False,False,False,False,7464393751932445219,0,91,15308085513773655218,0,0,0,0,0,0,0,0,0,0,0,0,0,427,0,0,0,0,0,0,0,7425985699627899538,0,89,15267657372422890137
Qin,59,0,0,1,403,0,0,True,False,False,False,True,10382539506755952630,0,99,17109001835818727656,0,440,0,True,False,False,False,True,886050111519832510,0,84,1292078113972184607,0,436,378,1,1,0,0,0,0,11615090310102915393,0,95,15794550382381185553
Fan,59,0,0,1,427,378,0,True,False,False,False,False,12131576118151215659,0,95,15794550382381185553,0,420,0,True,False,False,False,True,4380130941430378203,0,84,1292078113972184607,0,427,378,2,0,0,0,0,0,9836875835655631250,0,95,15794550382381185553
Fan Ju,59,0,0,2,403,0,0,True,False,False,False,True,10382539506755952630,0,99,14200088355797579614,0,420,0,True,False,False,False,True,4380130941430378203,0,84,1292078113972184607,0,427,378,2,0,0,0,0,0,9836875835655631250,0,95,15794550382381185553
Ju,59,0,0,1,403,0,0,True,False,False,False,True,10382539506755952630,0,99,14200088355797579614,0,7037928807040764755,378,True,False,False,False,False,9836875835655631250,0,95,15794550382381185553,0,427,378,2,0,0,0,0,0,9836875835655631250,0,95,15794550382381185553
Fan,59,0,0,1,426,378,0,True,False,False,False,False,12131576118151215659,0,95,15794550382381185553,0,0,0,0,0,0,0,0,0,0,0,0,1,426,378,0,0,0,0,0,0,9836875835655631250,0,95,15794550382381185553
Fan Ju,59,0,0,2,8206900633647566924,0,0,True,False,False,False,False,4002794779261404727,0,99,17109001835818727656,0,0,0,0,0,0,0,0,0,0,0,0,1,426,378,0,0,0,0,0,0,9836875835655631250,0,95,15794550382381185553
Ju,59,0,0,1,8206900633647566924,0,0,True,False,False,False,False,4002794779261404727,0,99,17109001835818727656,0,7037928807040764755,378,True,False,False,False,False,9836875835655631250,0,95,15794550382381185553,1,426,378,0,0,0,0,0,0,9836875835655631250,0,95,15794550382381185553
Dafei,16,0,0,1,8206900633647566924,0,0,True,False,False,False,True,14692702688101715474,0,99,17109001835818727656,0,0,0,0,0,0,0,0,0,0,0,0,0,426,382,0,1,0,0,0,0,12416720625227100478,0,95,15794550382381185553
Bird,16,0,0,1,442,0,0,False,True,False,False,False,9153284864653046197,0,96,8214596291009089021,0,412,0,True,False,False,False,True,7425985699627899538,0,89,15267657372422890137,1,436,0,1,0,0,0,0,0,7425985699627899538,0,89,15267657372422890137
Fei,16,0,0,1,436,0,0,True,False,False,False,False,18292453351080475948,0,91,15308085513773655218,0,412,0,True,False,False,False,True,7425985699627899538,0,89,15267657372422890137,2,436,0,1,0,0,0,0,0,7425985699627899538,0,89,15267657372422890137
His,16,0,0,1,399,0,0,True,False,False,False,False,8881679497796027013,0,83,10554686591937588953,0,0,0,0,0,0,0,0,0,0,0,0,3,426,0,0,0,0,0,0,0,561228191312463089,0,83,4062917326063685704
Fei,16,0,0,1,401,378,0,True,False,False,False,False,11742042723393981382,0,95,15794550382381185553,0,8206900633647566924,0,True,False,False,False,True,10382539506755952630,0,99,17109001835818727656,3,401,378,1,0,0,0,0,0,12832886817851219864,0,95,15794550382381185553
Fei Chang,16,0,0,2,442,0,0,False,True,False,False,False,12646065887601541794,0,96,12646065887601541794,0,8206900633647566924,0,True,False,False,False,True,10382539506755952630,0,99,17109001835818727656,3,401,378,1,0,0,0,0,0,12832886817851219864,0,95,15794550382381185553
Chang,16,0,0,1,442,0,0,False,True,False,False,False,12646065887601541794,0,96,12646065887601541794,0,7037928807040764755,378,True,False,False,False,False,12832886817851219864,0,95,15794550382381185553,3,401,378,1,0,0,0,0,0,12832886817851219864,0,95,15794550382381185553
Fei,16,0,0,1,437,378,0,True,False,False,False,False,11742042723393981382,0,95,15794550382381185553,0,440,0,True,False,False,False,True,886050111519832510,0,84,1292078113972184607,4,436,378,0,0,0,0,0,0,12832886817851219864,0,95,15794550382381185553
Fei Chang,16,0,0,2,8110129090154140942,378,1,False,False,False,False,False,16428057658620181782,0,93,74,0,440,0,True,False,False,False,True,886050111519832510,0,84,1292078113972184607,4,436,378,0,0,0,0,0,0,12832886817851219864,0,95,15794550382381185553
Chang,16,0,0,1,8110129090154140942,378,1,False,False,False,False,False,16428057658620181782,0,93,74,0,7037928807040764755,378,True,False,False,False,False,12832886817851219864,0,95,15794550382381185553,4,436,378,0,0,0,0,0,0,12832886817851219864,0,95,15794550382381185553
China,16,0,0,1,404,0,0,True,False,False,False,True,2283656566040971221,0,88,17571114184892886314,0,440,0,True,False,False,False,True,3002984154512732771,0,84,1292078113972184607,4,436,382,1,1,0,0,0,0,10603582739829208913,0,95,15794550382381185553
Yi,16,0,0,1,404,0,0,True,False,False,False,True,2283656566040971221,0,88,17571114184892886314,0,412,0,True,False,False,False,True,7425985699627899538,0,89,15267657372422890137,4,436,0,2,0,0,0,0,0,7425985699627899538,0,89,15267657372422890137
King,61,1,0,1,426,378,0,True,False,False,False,False,3037727069168799429,0,95,15794550382381185553,0,0,0,0,0,0,0,0,0,0,0,0,0,426,0,0,0,0,0,0,0,7464393751932445219,0,95,15794550382381185553
King Xiao,61,1,0,2,8206900633647566924,0,0,True,False,False,False,False,11278273783512279807,0,99,17109001835818727656,0,0,0,0,0,0,0,0,0,0,0,0,0,426,0,0,0,0,0,0,0,7464393751932445219,0,95,15794550382381185553
Xiao,61,0,0,1,8206900633647566924,0,0,True,False,False,False,False,11278273783512279807,0,99,17109001835818727656,1,7037928807040764755,0,True,False,False,False,False,7464393751932445219,0,95,15794550382381185553,0,426,0,0,0,0,0,0,0,7464393751932445219,0,95,15794550382381185553
Boyi,61,0,0,1,405,0,0,True,False,False,False,False,15185121628963405797,0,99,17109001835818727656,0,397,0,True,False,False,False,False,18432988265768819336,0,85,164681854541413346,0,426,378,1,1,0,0,0,0,16713150395325472727,0,95,15794550382381185553
Emperor,61,0,0,1,436,378,0,True,False,False,False,False,11674437978362421673,0,95,15794550382381185553,0,440,0,True,False,False,False,True,16037325823156266367,0,84,1292078113972184607,0,436,378,4,0,0,0,0,0,1590798934939394208,0,95,15794550382381185553
Emperor Shun,61,0,0,2,442,0,0,False,True,False,False,False,2593208677638477497,0,96,2593208677638477497,0,440,0,True,False,False,False,True,16037325823156266367,0,84,1292078113972184607,0,436,378,4,0,0,0,0,0,1590798934939394208,0,95,15794550382381185553
Shun,61,0,0,1,442,0,0,False,True,False,False,False,2593208677638477497,0,96,2593208677638477497,0,7037928807040764755,378,True,False,False,False,False,1590798934939394208,0,95,15794550382381185553,0,436,378,4,0,0,0,0,0,1590798934939394208,0,95,15794550382381185553
Ying,61,0,0,1,442,0,0,False,True,False,False,False,12646065887601541794,0,96,12646065887601541794,0,436,0,True,False,False,False,False,9621861192009456656,0,91,15308085513773655218,1,400,378,3,1,0,0,0,0,10233004350690758097,0,95,15794550382381185553
Jie,19,0,0,1,442,0,0,False,True,False,False,False,2593208677638477497,0,96,2593208677638477497,0,440,0,True,False,False,False,True,886050111519832510,0,84,1292078113972184607,0,436,0,1,1,0,0,0,0,17544262896850166474,0,95,15794550382381185553
Xia,19,0,0,1,436,0,0,True,False,False,False,False,6945324123322393822,0,91,15308085513773655218,0,412,0,True,False,False,False,True,7425985699627899538,0,89,15267657372422890137,0,436,0,3,0,0,0,0,0,7425985699627899538,0,89,15267657372422890137
Fei,19,0,0,1,426,378,0,True,False,False,False,False,11742042723393981382,0,95,15794550382381185553,0,442,0,False,True,False,False,False,2593208677638477497,0,96,2593208677638477497,0,426,378,4,0,0,0,0,0,12832886817851219864,0,95,15794550382381185553
Fei Chang,19,0,0,2,8206900633647566924,0,0,True,False,False,False,False,911604757228140155,0,99,17109001835818727656,0,442,0,False,True,False,False,False,2593208677638477497,0,96,2593208677638477497,0,426,378,4,0,0,0,0,0,12832886817851219864,0,95,15794550382381185553
Chang,19,0,0,1,8206900633647566924,0,0,True,False,False,False,False,911604757228140155,0,99,17109001835818727656,0,7037928807040764755,378,True,False,False,False,False,12832886817851219864,0,95,15794550382381185553,0,426,378,4,0,0,0,0,0,12832886817851219864,0,95,15794550382381185553
Xia,19,0,0,1,413,0,0,True,False,False,False,False,6945324123322393822,0,91,15308085513773655218,0,412,0,True,False,False,False,True,7425985699627899538,0,89,15267657372422890137,0,413,0,5,0,0,0,0,0,7425985699627899538,0,89,15267657372422890137
Shang,19,0,0,1,442,0,0,False,True,False,False,False,12646065887601541794,0,96,12646065887601541794,0,412,0,True,False,False,False,True,7425985699627899538,0,89,15267657372422890137,0,436,0,7,0,0,0,0,0,7425985699627899538,0,89,15267657372422890137
King,19,1,0,1,426,378,0,True,False,False,False,False,4768455683095615333,0,95,15794550382381185553,0,0,0,0,0,0,0,0,0,0,0,0,1,426,0,0,0,0,0,0,0,7464393751932445219,0,95,15794550382381185553
King Tang,19,1,0,2,442,0,0,False,True,False,False,False,2593208677638477497,0,96,2593208677638477497,0,0,0,0,0,0,0,0,0,0,0,0,1,426,0,0,0,0,0,0,0,7464393751932445219,0,95,15794550382381185553
Tang,19,0,0,1,442,0,0,False,True,False,False,False,2593208677638477497,0,96,2593208677638477497,1,7037928807040764755,0,True,False,False,False,False,7464393751932445219,0,95,15794550382381185553,1,426,0,0,0,0,0,0,0,7464393751932445219,0,95,15794550382381185553
Shang,19,0,0,1,442,0,0,False,True,False,False,False,2593208677638477497,0,96,2593208677638477497,0,412,0,True,False,False,False,True,7425985699627899538,0,89,15267657372422890137,1,436,0,2,0,0,0,0,0,7425985699627899538,0,89,15267657372422890137
Jie,19,0,0,1,440,0,0,True,False,False,False,True,11667289587015813222,0,84,1292078113972184607,0,396,0,True,False,False,False,False,14973525170827174687,0,99,17109001835818727656,1,413,378,5,1,0,0,0,0,17544262896850166474,0,95,15794550382381185553
Mingtiao,19,0,0,1,442,0,0,False,True,False,False,False,12646065887601541794,0,96,12646065887601541794,0,440,0,True,False,False,False,True,11667289587015813222,0,84,1292078113972184607,1,436,388,6,1,0,0,0,0,13328682501393134058,0,95,15794550382381185553
Qin,67,0,0,1,426,378,0,True,False,False,False,False,10233004350690758097,0,95,15794550382381185553,0,0,0,0,0,0,0,0,0,0,0,0,0,426,378,0,0,0,0,0,0,11615090310102915393,0,95,15794550382381185553
Qin Ying,67,0,0,2,8206900633647566924,0,0,True,False,False,False,False,3915335655158698810,0,99,17109001835818727656,0,0,0,0,0,0,0,0,0,0,0,0,0,426,378,0,0,0,0,0,0,11615090310102915393,0,95,15794550382381185553
Ying,67,0,0,1,8206900633647566924,0,0,True,False,False,False,False,3915335655158698810,0,99,17109001835818727656,0,7037928807040764755,378,True,False,False,False,False,11615090310102915393,0,95,15794550382381185553,0,426,378,0,0,0,0,0,0,11615090310102915393,0,95,15794550382381185553
Qin,67,0,0,1,413,378,0,True,False,False,False,False,15319100455744962996,0,95,15794550382381185553,0,8206900633647566924,0,True,False,False,False,False,3915335655158698810,0,99,17109001835818727656,0,413,378,1,0,0,0,0,0,11615090310102915393,0,95,15794550382381185553
Qin Hou,67,0,0,2,442,0,0,False,True,False,False,False,2593208677638477497,0,96,2593208677638477497,0,8206900633647566924,0,True,False,False,False,False,3915335655158698810,0,99,17109001835818727656,0,413,378,1,0,0,0,0,0,11615090310102915393,0,95,15794550382381185553
Hou,67,0,0,1,442,0,0,False,True,False,False,False,2593208677638477497,0,96,2593208677638477497,0,7037928807040764755,378,True,False,False,False,False,11615090310102915393,0,95,15794550382381185553,0,413,378,1,0,0,0,0,0,11615090310102915393,0,95,15794550382381185553
Qin,67,0,0,1,426,378,0,True,False,False,False,False,15319100455744962996,0,95,15794550382381185553,0,0,0,0,0,0,0,0,0,0,0,0,1,426,378,0,0,0,0,0,0,11615090310102915393,0,95,15794550382381185553
Qin Hou,67,0,0,2,399,0,0,True,False,False,False,False,3915335655158698810,0,99,17109001835818727656,0,0,0,0,0,0,0,0,0,0,0,0,1,426,378,0,0,0,0,0,0,11615090310102915393,0,95,15794550382381185553
Hou,67,0,0,1,399,0,0,True,False,False,False,False,3915335655158698810,0,99,17109001835818727656,0,7037928807040764755,378,True,False,False,False,False,11615090310102915393,0,95,15794550382381185553,1,426,378,0,0,0,0,0,0,11615090310102915393,0,95,15794550382381185553
Gongbo,67,0,0,1,8206900633647566924,0,0,True,False,False,False,False,3915335655158698810,0,99,17109001835818727656,0,0,0,0,0,0,0,0,0,0,0,0,2,426,381,0,1,0,0,0,0,8293031493709334717,0,95,15794550382381185553
Qin,67,0,0,1,413,378,0,True,False,False,False,False,8605206886949496001,0,95,15794550382381185553,0,8206900633647566924,0,True,False,False,False,False,3915335655158698810,0,99,17109001835818727656,2,413,378,1,0,0,0,0,0,11615090310102915393,0,95,15794550382381185553
Qin Zhong,67,0,0,2,442,0,0,False,True,False,False,False,12646065887601541794,0,96,12646065887601541794,0,8206900633647566924,0,True,False,False,False,False,3915335655158698810,0,99,17109001835818727656,2,413,378,1,0,0,0,0,0,11615090310102915393,0,95,15794550382381185553
Zhong,67,0,0,1,442,0,0,False,True,False,False,False,12646065887601541794,0,96,12646065887601541794,0,7037928807040764755,378,True,False,False,False,False,11615090310102915393,0,95,15794550382381185553,2,413,378,1,0,0,0,0,0,11615090310102915393,0,95,15794550382381185553
Qin,67,0,0,1,426,378,0,True,False,False,False,False,8605206886949496001,0,95,15794550382381185553,0,420,0,True,False,False,False,True,13428508259213873547,0,84,1292078113972184607,3,426,378,0,0,0,0,0,0,11615090310102915393,0,95,15794550382381185553
Qin Zhong,67,0,0,2,396,0,0,True,False,False,False,False,14983110530480808814,0,99,17109001835818727656,0,420,0,True,False,False,False,True,13428508259213873547,0,84,1292078113972184607,3,426,378,0,0,0,0,0,0,11615090310102915393,0,95,15794550382381185553
Zhong,67,0,0,1,396,0,0,True,False,False,False,False,14983110530480808814,0,99,17109001835818727656,0,7037928807040764755,378,True,False,False,False,False,11615090310102915393,0,95,15794550382381185553,3,426,378,0,0,0,0,0,0,11615090310102915393,0,95,15794550382381185553
King,67,1,0,1,426,378,0,True,False,False,False,False,7571453172128092820,0,95,15794550382381185553,0,442,0,False,True,False,False,False,2593208677638477497,0,96,2593208677638477497,3,426,378,2,0,0,0,0,0,7464393751932445219,0,95,15794550382381185553
King Li,67,1,0,2,440,0,0,True,False,False,False,True,886050111519832510,0,84,1292078113972184607,0,442,0,False,True,False,False,False,2593208677638477497,0,96,2593208677638477497,3,426,378,2,0,0,0,0,0,7464393751932445219,0,95,15794550382381185553
Li,67,0,0,1,440,0,0,True,False,False,False,True,886050111519832510,0,84,1292078113972184607,1,7037928807040764755,378,True,False,False,False,False,7464393751932445219,0,95,15794550382381185553,3,426,378,2,0,0,0,0,0,7464393751932445219,0,95,15794550382381185553
Zhou,67,0,0,1,436,0,0,True,False,False,False,False,6945324123322393822,0,91,15308085513773655218,0,412,0,True,False,False,False,True,7425985699627899538,0,89,15267657372422890137,3,436,0,3,0,0,0,0,0,7425985699627899538,0,89,15267657372422890137
Yao,75,0,0,1,404,0,0,True,False,False,False,True,2283656566040971221,0,88,17571114184892886314,0,440,0,True,False,False,False,True,7831658034963690409,0,84,1292078113972184607,0,436,378,3,1,0,0,0,0,11728792495547035769,0,95,15794550382381185553
